ligando,reparado,atomos_smiles,atomos_preparado,motivo
CHEMBL557260,1,22,22,ya estaba
CHEMBL557300,1,34,34,ya estaba
CHEMBL557309,1,24,24,ya estaba
CHEMBL557310,1,18,18,ya estaba
CHEMBL557318,1,19,19,ya estaba
CHEMBL557326,1,33,33,ya estaba
CHEMBL557332,1,37,37,ya estaba
CHEMBL557441,1,39,39,ya estaba
CHEMBL557444,1,32,32,ya estaba
CHEMBL557453,1,23,23,ya estaba
CHEMBL557454,1,24,24,ya estaba
CHEMBL557491,1,29,29,ya estaba
CHEMBL557495,1,30,30,ya estaba
CHEMBL557504,1,23,23,ya estaba
CHEMBL557508,1,35,35,ya estaba
CHEMBL557511,1,27,27,ya estaba
CHEMBL557513,1,41,41,ya estaba
CHEMBL557529,1,40,40,ya estaba
CHEMBL557551,1,67,67,ya estaba
CHEMBL557552,1,58,58,ya estaba
CHEMBL557559,1,41,41,ya estaba
CHEMBL557707,1,32,32,ya estaba
CHEMBL557744,1,32,32,ya estaba
CHEMBL557750,1,47,47,ya estaba
CHEMBL557766,1,60,60,ya estaba
CHEMBL557810,1,25,25,ya estaba
CHEMBL557826,1,21,21,ya estaba
CHEMBL557846,1,32,32,ya estaba
CHEMBL557849,1,36,36,ya estaba
CHEMBL557919,1,39,39,ya estaba
CHEMBL557922,1,34,34,ya estaba
CHEMBL557931,1,53,53,ya estaba
CHEMBL557948,1,38,38,ya estaba
CHEMBL557957,1,65,65,ya estaba
CHEMBL558006,1,28,28,ya estaba
CHEMBL558032,1,22,22,ya estaba
CHEMBL558046,1,26,26,ya estaba
CHEMBL558047,1,24,24,ya estaba
CHEMBL558049,1,40,40,ya estaba
CHEMBL558053,1,32,32,ya estaba
CHEMBL558078,1,35,35,ya estaba
CHEMBL558115,1,30,30,ya estaba
CHEMBL558129,1,36,36,ya estaba
CHEMBL558154,1,52,52,ya estaba
CHEMBL558158,1,53,53,ya estaba
CHEMBL558161,1,88,88,ya estaba
CHEMBL558241,1,32,32,ya estaba
CHEMBL558245,1,39,39,ya estaba
CHEMBL558251,1,36,36,ya estaba
CHEMBL558265,1,29,29,ya estaba
CHEMBL558273,1,36,36,ya estaba
CHEMBL558330,1,33,33,ya estaba
CHEMBL558355,1,70,70,ya estaba
CHEMBL558356,1,55,55,ya estaba
CHEMBL558358,1,22,22,ya estaba
CHEMBL558360,1,64,64,ya estaba
CHEMBL558403,1,34,34,ya estaba
CHEMBL558426,1,22,22,ya estaba
CHEMBL558465,1,30,30,ya estaba
CHEMBL558471,1,39,39,ya estaba
CHEMBL558487,1,18,18,ya estaba
CHEMBL558511,1,71,71,ya estaba
CHEMBL558538,1,97,97,
CHEMBL558554,1,80,80,ya estaba
CHEMBL558626,1,41,41,ya estaba
CHEMBL558631,1,35,35,ya estaba
CHEMBL558632,1,23,23,ya estaba
CHEMBL558633,1,23,23,ya estaba
CHEMBL558634,1,24,24,ya estaba
CHEMBL558672,1,31,31,ya estaba
CHEMBL558679,1,34,34,ya estaba
CHEMBL558740,1,70,70,ya estaba
CHEMBL558755,1,56,56,ya estaba
CHEMBL558758,1,59,59,ya estaba
CHEMBL558829,1,41,41,ya estaba
CHEMBL558841,1,23,23,ya estaba
CHEMBL558844,1,52,52,ya estaba
CHEMBL558929,1,29,29,ya estaba
CHEMBL558935,1,88,88,ya estaba
CHEMBL558941,1,54,54,ya estaba
CHEMBL558949,1,43,43,ya estaba
CHEMBL558950,1,82,82,ya estaba
CHEMBL558991,1,50,50,ya estaba
CHEMBL559002,1,24,24,ya estaba
CHEMBL559025,1,39,39,ya estaba
CHEMBL559030,1,21,21,ya estaba
CHEMBL559043,1,33,33,ya estaba
CHEMBL559093,1,27,27,ya estaba
CHEMBL559142,1,60,60,ya estaba
CHEMBL559148,1,46,46,ya estaba
CHEMBL559150,1,92,92,ya estaba
CHEMBL559272,1,34,34,ya estaba
CHEMBL559296,1,31,31,ya estaba
CHEMBL559302,1,38,38,ya estaba
CHEMBL559333,1,56,56,ya estaba
CHEMBL559345,1,45,45,ya estaba
CHEMBL559354,1,21,21,ya estaba
CHEMBL559411,1,21,21,ya estaba
CHEMBL559412,1,33,33,ya estaba
CHEMBL559431,1,32,32,ya estaba
CHEMBL559444,1,28,28,ya estaba
CHEMBL559452,1,18,18,ya estaba
CHEMBL559469,1,23,23,ya estaba
CHEMBL559487,1,17,17,ya estaba
CHEMBL559569,1,28,28,ya estaba
CHEMBL559598,1,19,19,ya estaba
CHEMBL559599,1,19,19,ya estaba
CHEMBL559615,1,13,13,ya estaba
CHEMBL559625,1,31,31,ya estaba
CHEMBL559640,1,30,30,ya estaba
CHEMBL559665,1,38,38,ya estaba
CHEMBL559686,1,31,31,ya estaba
CHEMBL559732,1,26,26,ya estaba
CHEMBL559736,1,32,32,ya estaba
CHEMBL559751,1,23,23,ya estaba
CHEMBL559779,1,23,23,ya estaba
CHEMBL559785,1,33,33,ya estaba
CHEMBL559787,1,30,30,ya estaba
CHEMBL559796,1,33,33,ya estaba
CHEMBL559833,1,29,29,ya estaba
CHEMBL559846,1,24,24,ya estaba
CHEMBL559859,1,27,27,ya estaba
CHEMBL559860,1,31,31,ya estaba
CHEMBL559873,1,25,25,ya estaba
CHEMBL559881,1,22,22,ya estaba
CHEMBL559964,1,35,35,ya estaba
CHEMBL559967,1,29,29,ya estaba
CHEMBL560001,1,26,26,ya estaba
CHEMBL560011,1,36,36,ya estaba
CHEMBL560028,1,18,18,ya estaba
CHEMBL560061,1,39,39,ya estaba
CHEMBL560064,1,40,40,ya estaba
CHEMBL560066,1,33,33,ya estaba
CHEMBL560069,1,18,18,ya estaba
CHEMBL560075,1,26,26,ya estaba
CHEMBL560080,1,16,16,ya estaba
CHEMBL560149,1,25,25,ya estaba
CHEMBL560151,1,39,39,ya estaba
CHEMBL560157,1,25,25,ya estaba
CHEMBL560159,1,25,25,ya estaba
CHEMBL560162,1,18,18,ya estaba
CHEMBL560163,1,32,32,ya estaba
CHEMBL560225,1,22,22,ya estaba
CHEMBL560245,1,28,28,ya estaba
CHEMBL560255,1,33,33,ya estaba
CHEMBL560354,1,34,34,ya estaba
CHEMBL560423,1,27,27,ya estaba
CHEMBL560429,1,26,26,ya estaba
CHEMBL560446,1,28,28,ya estaba
CHEMBL560517,1,37,37,ya estaba
CHEMBL560528,1,28,28,ya estaba
CHEMBL560563,1,34,34,ya estaba
CHEMBL560565,1,39,39,ya estaba
CHEMBL560596,1,23,23,ya estaba
CHEMBL560655,1,29,29,ya estaba
CHEMBL560714,1,32,32,ya estaba
CHEMBL560718,1,23,23,ya estaba
CHEMBL560737,1,22,22,ya estaba
CHEMBL560764,1,32,32,ya estaba
CHEMBL560784,1,40,40,ya estaba
CHEMBL560790,1,26,26,ya estaba
CHEMBL560824,1,25,25,ya estaba
CHEMBL560864,1,23,23,ya estaba
CHEMBL560894,1,38,38,ya estaba
CHEMBL560924,1,27,27,ya estaba
CHEMBL560975,1,33,33,ya estaba
CHEMBL561070,1,26,26,ya estaba
CHEMBL561084,1,20,20,ya estaba
CHEMBL561143,1,23,23,ya estaba
CHEMBL561183,1,19,19,ya estaba
CHEMBL561201,1,22,22,ya estaba
CHEMBL561203,1,19,19,ya estaba
CHEMBL561217,1,36,36,ya estaba
CHEMBL561222,1,25,25,ya estaba
CHEMBL561257,1,30,30,ya estaba
CHEMBL561334,1,20,20,ya estaba
CHEMBL561419,1,26,26,ya estaba
CHEMBL561436,1,26,26,ya estaba
CHEMBL561460,1,33,33,ya estaba
CHEMBL561464,1,40,40,ya estaba
CHEMBL561469,1,20,20,ya estaba
CHEMBL561516,1,33,33,ya estaba
CHEMBL561517,1,33,33,ya estaba
CHEMBL561518,1,25,25,ya estaba
CHEMBL561532,1,34,34,ya estaba
CHEMBL561543,1,24,24,ya estaba
CHEMBL561549,1,22,22,ya estaba
CHEMBL561575,1,32,32,ya estaba
CHEMBL561647,1,21,21,ya estaba
CHEMBL561687,1,18,18,ya estaba
CHEMBL561700,1,26,26,ya estaba
CHEMBL561749,1,32,32,ya estaba
CHEMBL561769,1,23,23,ya estaba
CHEMBL561830,1,27,27,ya estaba
CHEMBL561863,1,34,34,ya estaba
CHEMBL561866,1,25,25,ya estaba
CHEMBL561887,1,22,22,ya estaba
CHEMBL561898,1,32,32,ya estaba
CHEMBL561933,1,19,19,ya estaba
CHEMBL561949,1,30,30,ya estaba
CHEMBL561981,1,37,37,ya estaba
CHEMBL562002,1,27,27,ya estaba
CHEMBL562024,1,29,29,ya estaba
CHEMBL562065,1,40,40,ya estaba
CHEMBL562137,1,28,28,ya estaba
CHEMBL562156,1,31,31,ya estaba
CHEMBL562187,1,33,33,ya estaba
CHEMBL562194,1,25,25,ya estaba
CHEMBL562195,1,23,23,ya estaba
CHEMBL562237,1,27,27,ya estaba
CHEMBL562290,1,36,36,ya estaba
CHEMBL562299,1,26,26,ya estaba
CHEMBL562316,1,39,39,ya estaba
CHEMBL562328,1,23,23,ya estaba
CHEMBL562346,1,22,22,ya estaba
CHEMBL562453,1,32,32,ya estaba
CHEMBL562464,1,29,29,ya estaba
CHEMBL562487,1,36,36,ya estaba
CHEMBL562505,1,30,30,ya estaba
CHEMBL562520,1,23,23,ya estaba
CHEMBL562534,1,24,24,ya estaba
CHEMBL562541,1,23,23,ya estaba
CHEMBL562554,1,34,34,ya estaba
CHEMBL562555,1,40,40,ya estaba
CHEMBL562568,1,34,34,ya estaba
CHEMBL562606,1,27,27,ya estaba
CHEMBL562615,1,33,33,ya estaba
CHEMBL562644,1,28,28,ya estaba
CHEMBL562665,1,57,57,ya estaba
CHEMBL562676,1,40,40,ya estaba
CHEMBL562683,1,40,40,ya estaba
CHEMBL562684,1,25,25,ya estaba
CHEMBL562703,1,36,36,ya estaba
CHEMBL562705,1,32,32,ya estaba
CHEMBL562708,1,28,28,ya estaba
CHEMBL562721,1,40,40,ya estaba
CHEMBL562723,1,40,40,ya estaba
CHEMBL562740,1,36,36,ya estaba
CHEMBL562743,1,15,15,ya estaba
CHEMBL562754,1,19,19,ya estaba
CHEMBL562755,1,35,35,ya estaba
CHEMBL562758,1,25,25,ya estaba
CHEMBL562770,1,30,30,ya estaba
CHEMBL562771,1,24,24,ya estaba
CHEMBL562773,1,70,70,ya estaba
CHEMBL562774,1,53,53,ya estaba
CHEMBL562775,1,59,59,ya estaba
CHEMBL562784,1,50,50,ya estaba
CHEMBL562793,1,19,19,ya estaba
CHEMBL562804,1,21,21,ya estaba
CHEMBL562816,1,32,32,ya estaba
CHEMBL562866,1,34,34,ya estaba
CHEMBL562903,1,20,20,ya estaba
CHEMBL562926,1,31,31,ya estaba
CHEMBL562938,1,35,35,ya estaba
CHEMBL562943,1,31,31,ya estaba
CHEMBL562952,1,20,20,ya estaba
CHEMBL562957,1,78,78,ya estaba
CHEMBL562961,1,75,75,ya estaba
CHEMBL562995,1,36,36,ya estaba
CHEMBL563062,1,29,29,ya estaba
CHEMBL563072,1,23,23,ya estaba
CHEMBL563080,1,28,28,ya estaba
CHEMBL563104,1,46,46,ya estaba
CHEMBL563105,1,42,42,ya estaba
CHEMBL563114,1,41,41,ya estaba
CHEMBL563115,1,32,32,ya estaba
CHEMBL563124,1,82,82,ya estaba
CHEMBL563204,1,28,28,ya estaba
CHEMBL563213,1,38,38,ya estaba
CHEMBL563257,1,29,29,ya estaba
CHEMBL563262,1,25,25,ya estaba
CHEMBL563271,1,39,39,ya estaba
CHEMBL563287,1,48,48,ya estaba
CHEMBL563295,1,29,29,ya estaba
CHEMBL563307,1,28,28,ya estaba
CHEMBL563308,1,21,21,ya estaba
CHEMBL563309,1,20,20,ya estaba
CHEMBL563310,1,35,35,ya estaba
CHEMBL563330,1,34,34,ya estaba
CHEMBL563336,1,17,17,ya estaba
CHEMBL563374,1,31,31,ya estaba
CHEMBL563386,1,27,27,ya estaba
CHEMBL563388,1,22,22,ya estaba
CHEMBL563396,1,27,27,ya estaba
CHEMBL563419,1,33,33,ya estaba
CHEMBL563462,1,76,76,ya estaba
CHEMBL563491,1,34,34,ya estaba
CHEMBL563501,1,40,40,ya estaba
CHEMBL563519,1,27,27,ya estaba
CHEMBL563531,1,29,29,ya estaba
CHEMBL563540,1,24,24,ya estaba
CHEMBL563544,1,37,37,ya estaba
CHEMBL563550,1,27,27,ya estaba
CHEMBL563555,1,29,29,ya estaba
CHEMBL563571,1,30,30,ya estaba
CHEMBL563588,1,31,31,ya estaba
CHEMBL563601,1,36,36,ya estaba
CHEMBL563603,1,68,68,ya estaba
CHEMBL563622,1,20,20,ya estaba
CHEMBL563647,1,40,40,ya estaba
CHEMBL563672,1,21,21,ya estaba
CHEMBL563701,1,21,21,ya estaba
CHEMBL563705,1,32,32,ya estaba
CHEMBL563729,1,35,35,ya estaba
CHEMBL563752,1,28,28,ya estaba
CHEMBL563766,1,72,72,ya estaba
CHEMBL563767,1,56,56,ya estaba
CHEMBL563768,1,64,64,ya estaba
CHEMBL563769,1,70,70,ya estaba
CHEMBL563774,1,20,20,ya estaba
CHEMBL563822,1,26,26,ya estaba
CHEMBL563838,1,25,25,ya estaba
CHEMBL563848,1,18,18,ya estaba
CHEMBL563853,1,34,34,ya estaba
CHEMBL563859,1,40,40,ya estaba
CHEMBL563881,1,32,32,ya estaba
CHEMBL563885,1,22,22,ya estaba
CHEMBL563893,1,29,29,ya estaba
CHEMBL563902,1,28,28,ya estaba
CHEMBL563939,1,19,19,ya estaba
CHEMBL563955,1,34,34,ya estaba
CHEMBL563959,1,26,26,ya estaba
CHEMBL563967,1,32,32,ya estaba
CHEMBL563994,1,27,27,ya estaba
CHEMBL564010,1,35,35,ya estaba
CHEMBL564013,1,20,20,ya estaba
CHEMBL564027,1,22,22,ya estaba
CHEMBL564048,1,29,29,ya estaba
CHEMBL564076,1,26,26,ya estaba
CHEMBL564146,1,24,24,ya estaba
CHEMBL564148,1,35,35,ya estaba
CHEMBL564151,1,26,26,ya estaba
CHEMBL564155,1,21,21,ya estaba
CHEMBL564156,1,28,28,ya estaba
CHEMBL564175,1,25,25,ya estaba
CHEMBL564180,1,15,15,ya estaba
CHEMBL564182,1,20,20,ya estaba
CHEMBL564215,1,25,25,ya estaba
CHEMBL564221,1,36,36,ya estaba
CHEMBL564234,1,33,33,ya estaba
CHEMBL564254,1,56,56,ya estaba
CHEMBL564278,1,30,30,ya estaba
CHEMBL564301,1,26,26,ya estaba
CHEMBL564308,1,34,34,ya estaba
CHEMBL564309,1,24,24,ya estaba
CHEMBL564310,1,32,32,ya estaba
CHEMBL564329,1,30,30,ya estaba
CHEMBL564342,1,36,36,ya estaba
CHEMBL564365,1,28,28,ya estaba
CHEMBL564422,1,60,60,ya estaba
CHEMBL564434,1,39,39,ya estaba
CHEMBL564443,1,31,31,ya estaba
CHEMBL564466,1,37,37,ya estaba
CHEMBL564467,1,34,34,ya estaba
CHEMBL564505,1,27,27,ya estaba
CHEMBL564585,1,50,50,ya estaba
CHEMBL564587,1,145,145,
CHEMBL564595,1,22,22,ya estaba
CHEMBL564597,1,20,20,ya estaba
CHEMBL564698,1,32,32,ya estaba
CHEMBL564700,1,32,32,ya estaba
CHEMBL564712,1,38,38,ya estaba
CHEMBL564737,1,28,28,ya estaba
CHEMBL564754,1,83,83,ya estaba
CHEMBL564755,1,67,67,ya estaba
CHEMBL564790,1,28,28,ya estaba
CHEMBL564808,1,31,31,ya estaba
CHEMBL564816,1,24,24,ya estaba
CHEMBL564821,1,19,19,ya estaba
CHEMBL564825,1,27,27,ya estaba
CHEMBL564832,1,24,24,ya estaba
CHEMBL564843,1,22,22,ya estaba
CHEMBL564848,1,40,40,ya estaba
CHEMBL564868,1,22,22,ya estaba
CHEMBL564894,1,19,19,ya estaba
CHEMBL564899,1,26,26,ya estaba
CHEMBL564900,1,26,26,ya estaba
CHEMBL564905,1,38,38,ya estaba
CHEMBL564932,1,33,33,ya estaba
CHEMBL564940,1,35,35,ya estaba
CHEMBL564976,1,40,40,ya estaba
CHEMBL564991,1,19,19,ya estaba
CHEMBL565000,1,22,22,ya estaba
CHEMBL565013,1,28,28,ya estaba
CHEMBL565018,1,32,32,ya estaba
CHEMBL565025,1,22,22,ya estaba
CHEMBL565034,1,30,30,ya estaba
CHEMBL565044,1,29,29,ya estaba
CHEMBL565049,1,24,24,ya estaba
CHEMBL565075,1,24,24,ya estaba
CHEMBL565082,1,33,33,ya estaba
CHEMBL565149,1,28,28,ya estaba
CHEMBL565158,1,22,22,ya estaba
CHEMBL565201,1,18,18,ya estaba
CHEMBL565289,1,53,53,ya estaba
CHEMBL565318,1,31,31,ya estaba
CHEMBL565319,1,33,33,ya estaba
CHEMBL565326,1,31,31,ya estaba
CHEMBL565347,1,23,23,ya estaba
CHEMBL565348,1,24,24,ya estaba
CHEMBL565383,1,39,39,ya estaba
CHEMBL565445,1,34,34,ya estaba
CHEMBL565512,1,31,31,ya estaba
CHEMBL565514,1,33,33,ya estaba
CHEMBL565547,1,22,22,ya estaba
CHEMBL565569,1,40,40,ya estaba
CHEMBL565575,1,32,32,ya estaba
CHEMBL565588,1,37,37,ya estaba
CHEMBL565589,1,35,35,ya estaba
CHEMBL565647,1,28,28,ya estaba
CHEMBL565663,1,26,26,ya estaba
CHEMBL565664,1,16,16,ya estaba
CHEMBL565671,1,31,31,ya estaba
CHEMBL565698,1,35,35,ya estaba
CHEMBL565708,1,30,30,ya estaba
CHEMBL565728,1,30,30,ya estaba
CHEMBL565729,1,29,29,ya estaba
CHEMBL565752,1,29,29,ya estaba
CHEMBL565757,1,38,38,ya estaba
CHEMBL565773,1,21,21,ya estaba
CHEMBL565788,1,38,38,ya estaba
CHEMBL565880,1,33,33,ya estaba
CHEMBL565909,1,32,32,ya estaba
CHEMBL565914,1,35,35,ya estaba
CHEMBL565946,1,19,19,ya estaba
CHEMBL565966,1,38,38,ya estaba
CHEMBL565967,1,36,36,ya estaba
CHEMBL565981,1,32,32,ya estaba
CHEMBL566028,1,27,27,ya estaba
CHEMBL566064,1,29,29,ya estaba
CHEMBL566098,1,31,31,ya estaba
CHEMBL566210,1,39,39,ya estaba
CHEMBL566251,1,32,32,ya estaba
CHEMBL566298,1,30,30,ya estaba
CHEMBL566312,1,29,29,ya estaba
CHEMBL566386,1,30,30,ya estaba
CHEMBL566443,1,29,29,ya estaba
CHEMBL566451,1,30,30,ya estaba
CHEMBL566510,1,25,25,ya estaba
CHEMBL566534,1,21,21,ya estaba
CHEMBL567048,1,38,38,ya estaba
CHEMBL567211,1,31,31,ya estaba
CHEMBL567377,1,44,44,ya estaba
CHEMBL568005,1,17,17,ya estaba
CHEMBL568246,1,21,21,ya estaba
CHEMBL569489,1,33,33,ya estaba
CHEMBL595069,1,47,47,ya estaba
CHEMBL595246,1,44,44,ya estaba
CHLORDIAZEPOXIDE,1,21,21,ya estaba
CLARITHROMYCIN,1,52,52,ya estaba
CLOBAZAM,1,21,21,ya estaba
CLOMIPRAMINE,1,22,22,ya estaba
CLONAZEPAM,1,22,22,ya estaba
CLORAZEPIC ACID,1,22,22,ya estaba
CLOTIAZEPAM,1,21,21,ya estaba
COLCHICINE,1,29,29,ya estaba
CONIVAPTAN,1,38,38,ya estaba
DALFOPRISTIN,1,48,48,ya estaba
DESIPRAMINE,1,20,20,ya estaba
DESLORATADINE,1,22,22,ya estaba
DIAZEPAM,1,20,20,ya estaba
DILTIAZEM,1,29,29,ya estaba
DIRITHROMYCIN,1,58,58,ya estaba
DOCETAXEL ANHYDROUS,1,58,58,ya estaba
EMEDASTINE,1,22,22,ya estaba
ERIBULIN,1,52,52,ya estaba
ERYTHROMYCIN ETHYLSUCCINATE,1,60,60,ya estaba
ERYTHROMYCIN PROPIONATE,1,55,55,ya estaba
ERYTHROMYCIN,1,51,51,ya estaba
ESLICARBAZEPINE ACETATE,1,22,22,ya estaba
ESLICARBAZEPINE,1,19,19,ya estaba
EVEROLIMUS,1,68,68,ya estaba
FENOLDOPAM,1,21,21,ya estaba
FIDAXOMICIN,1,72,72,ya estaba
FLUNITRAZEPAM,1,23,23,ya estaba
FLURAZEPAM,1,27,27,ya estaba
GALANTAMINE,1,21,21,ya estaba
GLECAPREVIR,1,58,58,ya estaba
GRAZOPREVIR ANHYDROUS,1,54,54,ya estaba
GUANETHIDINE,1,14,14,ya estaba
HALAZEPAM,1,24,24,ya estaba
HEPTABARBITAL,1,18,18,ya estaba
IMIPRAMINE,1,21,21,ya estaba
INAVOLISIB,1,29,29,ya estaba
INGENOL MEBUTATE,1,31,31,ya estaba
IPRINDOLE,1,21,21,ya estaba
IVABRADINE,1,34,34,ya estaba
IXABEPILONE,1,35,35,ya estaba
KETAZOLAM,1,26,26,ya estaba
KETOTIFEN,1,22,22,ya estaba
LEFAMULIN,1,35,35,ya estaba
LOFEPRAMINE,1,30,30,ya estaba
LONAFARNIB,1,36,36,ya estaba
LORATADINE,1,27,27,ya estaba
LORAZEPAM,1,21,21,ya estaba
LORCASERIN,1,13,13,ya estaba
LORMETAZEPAM,1,22,22,ya estaba
LURBINECTEDIN,1,56,56,ya estaba
MARALIXIBAT,1,48,48,ya estaba
MEDAZEPAM,1,19,19,ya estaba
MEPTAZINOL,1,17,17,ya estaba
METOCURINE,1,48,48,ya estaba
MICAFUNGIN,1,89,89,ya estaba
MOXIDECTIN,1,46,46,ya estaba
MOZAVAPTAN,1,32,32,ya estaba
NATAMYCIN,1,47,47,ya estaba
NEFOPAM,1,19,19,ya estaba
NITRAZEPAM,1,21,21,ya estaba
NORTRIPTYLINE,1,20,20,ya estaba
ODEVIXIBAT,1,51,51,ya estaba
OMACETAXINE MEPESUCCINATE,1,39,39,ya estaba
OXAZEPAM,1,20,20,ya estaba
OXCARBAZEPINE,1,19,19,ya estaba
PACLITAXEL,1,62,62,ya estaba
PACRITINIB,1,35,35,ya estaba
PARITAPREVIR,1,55,55,ya estaba
PENTOSTATIN,1,19,19,ya estaba
PIMECROLIMUS,1,56,56,ya estaba
PLERIXAFOR,1,36,36,ya estaba
PLITIDEPSIN,1,79,79,ya estaba
PRAZEPAM,1,23,23,ya estaba
QUAZEPAM,1,25,25,ya estaba
QUINUPRISTIN,1,73,73,ya estaba
Rapamycin,1,39,39,ya estaba
REPOTRECTINIB,1,26,26,ya estaba
REZAFUNGIN,1,88,88,ya estaba
RIFABUTIN,1,61,61,ya estaba
RIFAMPIN,1,59,59,ya estaba
RIFAMYCIN,1,50,50,ya estaba
RIFAXIMIN,1,57,57,ya estaba
RIMEGEPANT,1,39,39,ya estaba
RUCAPARIB,1,24,24,ya estaba
RUPATADINE,1,30,30,ya estaba
SIMEPREVIR,1,52,52,ya estaba
SIROLIMUS,1,65,65,ya estaba
SUVOREXANT,1,32,32,ya estaba
TELITHROMYCIN,1,58,58,ya estaba
TEMAZEPAM,1,21,21,ya estaba
TEMSIROLIMUS,1,73,73,ya estaba
TETRAZEPAM,1,20,20,ya estaba
TOLAZAMIDE,1,21,21,ya estaba
TOLVAPTAN,1,32,32,ya estaba
TRABECTEDIN,1,54,54,ya estaba
TRIMIPRAMINE,1,22,22,ya estaba
TROLEANDOMYCIN,1,57,57,ya estaba
TUBOCURARINE,1,45,45,ya estaba
VANCOMYCIN,1,101,101,ya estaba
VANZACAFTOR,1,44,44,ya estaba
VINBLASTINE,1,59,59,ya estaba
VINCRISTINE,1,60,60,ya estaba
VINDESINE,1,55,55,ya estaba
VINFLUNINE,1,59,59,ya estaba
VINORELBINE,1,57,57,ya estaba
VOXILAPREVIR,1,60,60,ya estaba
