ligando,reparado,atomos_smiles,atomos_preparado,motivo
CHEMBL4636196,1,16,16,ya estaba
CHEMBL4636211,1,29,29,ya estaba
CHEMBL4636217,1,20,20,ya estaba
CHEMBL4636240,1,22,22,ya estaba
CHEMBL4636247,1,42,42,ya estaba
CHEMBL4636270,1,36,36,ya estaba
CHEMBL4636337,1,27,27,ya estaba
CHEMBL4636354,1,24,24,ya estaba
CHEMBL4636378,1,15,15,ya estaba
CHEMBL4636394,1,15,15,ya estaba
CHEMBL4636420,1,36,36,ya estaba
CHEMBL4636438,1,31,31,ya estaba
CHEMBL4636448,1,73,73,ya estaba
CHEMBL4636474,1,93,93,ya estaba
CHEMBL4636494,1,16,16,ya estaba
CHEMBL4636508,1,23,23,ya estaba
CHEMBL4636525,1,60,60,ya estaba
CHEMBL4636526,1,32,32,ya estaba
CHEMBL4636544,1,25,25,ya estaba
CHEMBL4636555,1,21,21,ya estaba
CHEMBL4636587,1,26,26,ya estaba
CHEMBL4636628,1,20,20,ya estaba
CHEMBL4636641,1,27,27,ya estaba
CHEMBL4636674,1,32,32,ya estaba
CHEMBL4636733,1,26,26,ya estaba
CHEMBL4636746,1,55,55,ya estaba
CHEMBL4636777,1,40,40,ya estaba
CHEMBL4636781,1,132,132,ya estaba
CHEMBL4636793,1,39,39,ya estaba
CHEMBL4636805,1,23,23,ya estaba
CHEMBL4636868,1,22,22,ya estaba
CHEMBL4636878,1,29,29,ya estaba
CHEMBL4636926,1,28,28,ya estaba
CHEMBL4636929,1,21,21,ya estaba
CHEMBL4636931,1,18,18,ya estaba
CHEMBL4636958,1,85,85,ya estaba
CHEMBL4636977,1,16,16,ya estaba
CHEMBL4636996,1,42,42,ya estaba
CHEMBL4637113,1,76,76,ya estaba
CHEMBL4637124,1,34,34,ya estaba
CHEMBL4637133,1,27,27,ya estaba
CHEMBL4637146,1,35,35,ya estaba
CHEMBL4637203,1,31,31,ya estaba
CHEMBL4637206,1,63,63,ya estaba
CHEMBL4637252,1,44,44,ya estaba
CHEMBL4637269,1,42,42,ya estaba
CHEMBL4637328,1,35,35,ya estaba
CHEMBL4637331,1,87,87,ya estaba
CHEMBL4637365,1,27,27,ya estaba
CHEMBL4637368,1,25,25,ya estaba
CHEMBL4637372,1,53,53,ya estaba
CHEMBL4637405,1,54,54,ya estaba
CHEMBL4637438,1,57,57,ya estaba
CHEMBL4637452,1,27,27,ya estaba
CHEMBL4637455,1,23,23,ya estaba
CHEMBL4637465,1,36,36,ya estaba
CHEMBL4637466,1,26,26,ya estaba
CHEMBL4637471,1,75,75,ya estaba
CHEMBL4637480,1,42,42,ya estaba
CHEMBL4637482,1,58,58,ya estaba
CHEMBL4637490,1,41,41,ya estaba
CHEMBL4637514,1,32,32,ya estaba
CHEMBL4637522,1,23,23,ya estaba
CHEMBL4637545,1,87,87,ya estaba
CHEMBL4637575,1,75,75,ya estaba
CHEMBL4637576,1,33,33,ya estaba
CHEMBL4637582,1,23,23,ya estaba
CHEMBL4637587,1,31,31,ya estaba
CHEMBL4637600,1,27,27,ya estaba
CHEMBL4637614,1,24,24,ya estaba
CHEMBL4637633,1,17,17,ya estaba
CHEMBL4637657,1,29,29,ya estaba
CHEMBL4637668,1,16,16,ya estaba
CHEMBL4637694,1,49,49,ya estaba
CHEMBL4637726,1,43,43,ya estaba
CHEMBL4637735,1,31,31,ya estaba
CHEMBL4637762,1,24,24,ya estaba
CHEMBL4637778,1,45,45,ya estaba
CHEMBL4637808,1,68,68,ya estaba
CHEMBL4637814,1,27,27,ya estaba
CHEMBL4637822,1,31,31,ya estaba
CHEMBL4637860,1,137,137,ya estaba
CHEMBL4637868,1,91,91,ya estaba
CHEMBL4637869,1,31,31,ya estaba
CHEMBL4637882,1,16,16,ya estaba
CHEMBL4637890,1,26,26,ya estaba
CHEMBL4637905,1,27,27,ya estaba
CHEMBL4637932,1,63,63,ya estaba
CHEMBL4637981,1,47,47,ya estaba
CHEMBL4638010,1,29,29,ya estaba
CHEMBL4638037,1,17,17,ya estaba
CHEMBL4638080,1,33,33,ya estaba
CHEMBL4638090,1,57,57,ya estaba
CHEMBL4638107,1,38,38,ya estaba
CHEMBL4638111,1,49,49,ya estaba
CHEMBL4638118,1,28,28,ya estaba
CHEMBL4638156,1,35,35,ya estaba
CHEMBL4638160,1,89,89,ya estaba
CHEMBL4638167,1,24,24,ya estaba
CHEMBL4638183,1,28,28,ya estaba
CHEMBL4638184,1,64,64,ya estaba
CHEMBL4638194,1,43,43,ya estaba
CHEMBL4638229,1,18,18,ya estaba
CHEMBL4638245,1,42,42,ya estaba
CHEMBL4638261,1,26,26,ya estaba
CHEMBL4638336,1,145,145,ya estaba
CHEMBL4638346,1,76,76,ya estaba
CHEMBL4638348,1,33,33,ya estaba
CHEMBL4638393,1,133,133,ya estaba
CHEMBL4638417,1,88,88,ya estaba
CHEMBL4638425,1,39,39,ya estaba
CHEMBL4638429,1,24,24,ya estaba
CHEMBL4638459,1,36,36,ya estaba
CHEMBL4638471,1,27,27,ya estaba
CHEMBL4638489,1,32,32,ya estaba
CHEMBL4638516,1,16,16,ya estaba
CHEMBL4638520,1,24,24,ya estaba
CHEMBL4638534,1,39,39,ya estaba
CHEMBL4638579,1,18,18,ya estaba
CHEMBL4638590,1,80,80,ya estaba
CHEMBL4638608,1,36,36,ya estaba
CHEMBL4638630,1,58,58,ya estaba
CHEMBL4638666,1,87,87,ya estaba
CHEMBL4638673,1,21,21,ya estaba
CHEMBL4638707,1,26,26,ya estaba
CHEMBL4638710,1,75,75,ya estaba
CHEMBL4638745,1,74,74,ya estaba
CHEMBL4638752,1,85,85,ya estaba
CHEMBL4638757,1,23,23,ya estaba
CHEMBL4638761,1,16,16,ya estaba
CHEMBL4638784,1,41,41,ya estaba
CHEMBL4638794,1,31,31,ya estaba
CHEMBL4638801,1,27,27,ya estaba
CHEMBL4638807,1,15,15,ya estaba
CHEMBL4638831,1,25,25,ya estaba
CHEMBL4638837,1,42,42,ya estaba
CHEMBL4638879,1,16,16,ya estaba
CHEMBL4638897,1,32,32,ya estaba
CHEMBL4638934,1,23,23,ya estaba
CHEMBL4638961,1,38,38,ya estaba
CHEMBL4639018,1,51,51,ya estaba
CHEMBL4639054,1,17,17,ya estaba
CHEMBL4639069,1,27,27,ya estaba
CHEMBL4639090,1,15,15,ya estaba
CHEMBL4639115,1,15,15,ya estaba
CHEMBL4639116,1,90,90,ya estaba
CHEMBL4639129,1,85,85,ya estaba
CHEMBL4639151,1,29,29,ya estaba
CHEMBL4639174,1,24,24,ya estaba
CHEMBL4639176,1,120,120,ya estaba
CHEMBL4639180,1,25,25,ya estaba
CHEMBL4639187,1,126,126,ya estaba
CHEMBL4639218,1,16,16,ya estaba
CHEMBL4639263,1,43,43,ya estaba
CHEMBL4639264,1,42,42,ya estaba
CHEMBL4639295,1,25,25,ya estaba
CHEMBL4639296,1,30,30,ya estaba
CHEMBL4639313,1,43,43,ya estaba
CHEMBL4639408,1,27,27,ya estaba
CHEMBL4639420,1,41,41,ya estaba
CHEMBL4639498,1,43,43,ya estaba
CHEMBL4639515,1,60,60,ya estaba
CHEMBL4639544,1,29,29,ya estaba
CHEMBL4639556,1,44,44,ya estaba
CHEMBL4639563,1,28,28,ya estaba
CHEMBL4639583,1,33,33,ya estaba
CHEMBL4639588,1,49,49,ya estaba
CHEMBL4639602,1,59,59,ya estaba
CHEMBL4639650,1,28,28,ya estaba
CHEMBL4639652,1,23,23,ya estaba
CHEMBL4639700,1,32,32,ya estaba
CHEMBL4639732,1,27,27,ya estaba
CHEMBL4639738,1,52,52,ya estaba
CHEMBL4639764,1,29,29,ya estaba
CHEMBL494954,1,28,28,ya estaba
CHEMBL495393,1,18,18,ya estaba
CHEMBL495477,1,31,31,ya estaba
CHEMBL495478,1,29,29,ya estaba
CHEMBL495480,1,35,35,ya estaba
CHEMBL495482,1,25,25,ya estaba
CHEMBL495483,1,34,34,ya estaba
CHEMBL495640,1,28,28,ya estaba
CHEMBL496245,1,36,36,ya estaba
CHEMBL496248,1,35,35,ya estaba
CHEMBL496873,1,26,26,ya estaba
CHEMBL497099,1,29,29,ya estaba
CHEMBL497102,1,27,27,ya estaba
CHEMBL497529,1,34,34,ya estaba
CHEMBL497685,1,27,27,ya estaba
CHEMBL497686,1,25,25,ya estaba
CHEMBL497706,1,28,28,ya estaba
CHEMBL497710,1,34,34,ya estaba
CHEMBL497864,1,24,24,ya estaba
CHEMBL497865,1,24,24,ya estaba
CHEMBL497891,1,23,23,ya estaba
CHEMBL497897,1,23,23,ya estaba
CHEMBL498015,1,25,25,ya estaba
CHEMBL498039,1,24,24,ya estaba
CHEMBL498053,1,32,32,ya estaba
CHEMBL498073,1,24,24,ya estaba
CHEMBL498074,1,23,23,ya estaba
CHEMBL498086,1,26,26,ya estaba
CHEMBL498087,1,28,28,ya estaba
CHEMBL498096,1,32,32,ya estaba
CHEMBL498100,1,35,35,ya estaba
CHEMBL498121,1,24,24,ya estaba
CHEMBL498122,1,28,28,ya estaba
CHEMBL498123,1,26,26,ya estaba
CHEMBL498125,1,24,24,ya estaba
CHEMBL498127,1,25,25,ya estaba
CHEMBL498128,1,26,26,ya estaba
CHEMBL498239,1,27,27,ya estaba
CHEMBL498246,1,29,29,ya estaba
CHEMBL498260,1,34,34,ya estaba
CHEMBL498303,1,31,31,ya estaba
CHEMBL498315,1,24,24,ya estaba
CHEMBL498395,1,33,33,ya estaba
CHEMBL498455,1,34,34,ya estaba
CHEMBL498466,1,34,34,ya estaba
CHEMBL498531,1,32,32,ya estaba
CHEMBL498536,1,23,23,ya estaba
CHEMBL498537,1,24,24,ya estaba
CHEMBL498539,1,25,25,ya estaba
CHEMBL498540,1,25,25,ya estaba
CHEMBL498602,1,34,34,ya estaba
CHEMBL498751,1,22,22,ya estaba
CHEMBL498822,1,62,62,ya estaba
CHEMBL498851,1,22,22,ya estaba
CHEMBL498885,1,66,66,ya estaba
CHEMBL498932,1,50,50,ya estaba
CHEMBL498935,1,61,61,ya estaba
CHEMBL498969,1,43,43,ya estaba
CHEMBL498971,1,46,46,ya estaba
CHEMBL498992,1,19,19,ya estaba
CHEMBL498993,1,52,52,ya estaba
CHEMBL499003,1,17,17,ya estaba
CHEMBL499025,1,67,67,ya estaba
CHEMBL499030,1,37,37,ya estaba
CHEMBL499091,1,78,78,ya estaba
CHEMBL499093,1,62,62,ya estaba
CHEMBL499186,1,74,74,ya estaba
CHEMBL499193,1,21,21,ya estaba
CHEMBL499195,1,71,71,ya estaba
CHEMBL499199,1,43,43,ya estaba
CHEMBL499204,1,54,54,ya estaba
CHEMBL499268,1,49,49,ya estaba
CHEMBL499276,1,73,73,ya estaba
CHEMBL499282,1,42,42,ya estaba
CHEMBL499286,1,20,20,ya estaba
CHEMBL499317,1,45,45,ya estaba
CHEMBL499400,1,22,22,ya estaba
CHEMBL499423,1,58,58,ya estaba
CHEMBL499508,1,75,75,ya estaba
CHEMBL499546,1,24,24,ya estaba
CHEMBL499591,1,36,36,ya estaba
CHEMBL499595,1,37,37,ya estaba
CHEMBL499600,1,72,72,ya estaba
CHEMBL499688,1,48,48,ya estaba
CHEMBL499692,1,61,61,ya estaba
CHEMBL499797,1,90,90,ya estaba
CHEMBL499818,1,42,42,ya estaba
CHEMBL499851,1,36,36,ya estaba
CHEMBL499921,1,42,42,ya estaba
CHEMBL499929,1,86,86,ya estaba
CHEMBL499965,1,52,52,ya estaba
CHEMBL500026,1,66,66,ya estaba
CHEMBL500035,1,54,54,ya estaba
CHEMBL500043,1,84,84,ya estaba
CHEMBL500116,1,84,84,ya estaba
CHEMBL500120,1,36,36,ya estaba
CHEMBL500167,1,37,37,ya estaba
CHEMBL500181,1,55,55,ya estaba
CHEMBL500185,1,72,72,ya estaba
CHEMBL500188,1,50,50,ya estaba
CHEMBL500213,1,63,63,ya estaba
CHEMBL500250,1,51,51,ya estaba
CHEMBL500270,0,81,80,atomos SMILES 81 vs preparado 80
CHEMBL500314,1,67,67,ya estaba
CHEMBL500387,1,37,37,ya estaba
CHEMBL500391,1,75,75,ya estaba
CHEMBL500442,1,93,93,ya estaba
CHEMBL500480,1,51,51,ya estaba
CHEMBL500592,1,44,44,ya estaba
CHEMBL500594,1,63,63,ya estaba
CHEMBL500614,1,45,45,ya estaba
CHEMBL500639,1,67,67,ya estaba
CHEMBL500646,1,38,38,ya estaba
CHEMBL500698,1,61,61,ya estaba
CHEMBL500720,1,44,44,ya estaba
CHEMBL500726,1,17,17,ya estaba
CHEMBL500735,1,106,106,
CHEMBL500747,1,44,44,ya estaba
CHEMBL500803,1,49,49,ya estaba
CHEMBL500867,1,60,60,ya estaba
CHEMBL500879,1,39,39,ya estaba
CHEMBL500907,1,38,38,ya estaba
CHEMBL500949,1,81,81,ya estaba
CHEMBL501004,1,42,42,ya estaba
CHEMBL501006,1,63,63,ya estaba
CHEMBL501027,1,44,44,ya estaba
CHEMBL501078,1,42,42,ya estaba
CHEMBL501080,1,28,28,ya estaba
CHEMBL501105,1,62,62,ya estaba
CHEMBL501106,1,67,67,ya estaba
CHEMBL501119,1,19,19,ya estaba
CHEMBL501121,1,44,44,ya estaba
CHEMBL501123,1,54,54,ya estaba
CHEMBL501133,1,46,46,ya estaba
CHEMBL501137,1,41,41,ya estaba
CHEMBL501140,1,73,73,ya estaba
CHEMBL501201,1,79,79,ya estaba
CHEMBL501260,1,18,18,ya estaba
CHEMBL501287,1,21,21,ya estaba
CHEMBL501300,1,19,19,ya estaba
CHEMBL501301,1,120,120,ya estaba
CHEMBL501308,1,46,46,ya estaba
CHEMBL501331,1,31,31,ya estaba
CHEMBL501360,1,58,58,ya estaba
CHEMBL501362,1,40,40,ya estaba
CHEMBL501376,1,42,42,ya estaba
CHEMBL501408,1,43,43,ya estaba
CHEMBL501411,1,52,52,ya estaba
CHEMBL501428,1,43,43,ya estaba
CHEMBL501443,1,40,40,ya estaba
CHEMBL501469,1,26,26,ya estaba
CHEMBL501592,1,79,79,ya estaba
CHEMBL501596,1,68,68,ya estaba
CHEMBL501605,1,46,46,ya estaba
CHEMBL501611,1,44,44,ya estaba
CHEMBL501640,1,61,61,ya estaba
CHEMBL501643,1,16,16,ya estaba
CHEMBL501652,1,40,40,ya estaba
CHEMBL501660,1,69,69,ya estaba
CHEMBL501670,1,53,53,ya estaba
CHEMBL501700,1,54,54,ya estaba
CHEMBL501704,1,37,37,ya estaba
CHEMBL501707,1,61,61,ya estaba
CHEMBL501733,1,15,15,ya estaba
CHEMBL501734,1,78,78,ya estaba
CHEMBL501756,1,29,29,ya estaba
CHEMBL501775,1,78,78,ya estaba
CHEMBL501776,1,76,76,ya estaba
CHEMBL501811,1,49,49,ya estaba
CHEMBL501840,1,73,73,ya estaba
CHEMBL501887,1,61,61,ya estaba
CHEMBL501891,1,63,63,ya estaba
CHEMBL501897,1,48,48,ya estaba
CHEMBL501901,1,45,45,ya estaba
CHEMBL501921,0,43,43,tipos no validos: {'Si': 1}
CHEMBL501924,1,53,53,ya estaba
CHEMBL501939,1,60,60,ya estaba
CHEMBL501978,1,67,67,ya estaba
CHEMBL501981,1,53,53,ya estaba
CHEMBL502019,1,40,40,ya estaba
CHEMBL502037,1,48,48,ya estaba
CHEMBL502132,1,44,44,ya estaba
CHEMBL502148,1,60,60,ya estaba
CHEMBL502150,1,56,56,ya estaba
CHEMBL502205,1,66,66,ya estaba
CHEMBL502207,1,50,50,ya estaba
CHEMBL502215,1,59,59,ya estaba
CHEMBL502298,1,43,43,ya estaba
CHEMBL502300,1,79,79,ya estaba
CHEMBL502338,1,44,44,ya estaba
CHEMBL502347,1,22,22,ya estaba
CHEMBL502353,1,46,46,ya estaba
CHEMBL502394,1,81,81,ya estaba
CHEMBL502401,1,37,37,ya estaba
CHEMBL502419,1,37,37,ya estaba
CHEMBL502425,1,64,64,ya estaba
CHEMBL502449,1,41,41,ya estaba
CHEMBL502455,1,43,43,ya estaba
CHEMBL502459,1,45,45,ya estaba
CHEMBL502491,1,45,45,ya estaba
CHEMBL502493,1,39,39,ya estaba
CHEMBL502495,1,45,45,ya estaba
CHEMBL502511,1,78,78,ya estaba
CHEMBL502574,1,39,39,ya estaba
CHEMBL502578,1,70,70,ya estaba
CHEMBL502592,1,44,44,ya estaba
CHEMBL502615,1,105,105,ya estaba
CHEMBL502625,1,44,44,ya estaba
CHEMBL502645,1,65,65,ya estaba
CHEMBL502659,1,52,52,ya estaba
CHEMBL502675,1,50,50,ya estaba
CHEMBL502779,1,44,44,ya estaba
CHEMBL502787,1,21,21,ya estaba
CHEMBL502799,1,38,38,ya estaba
CHEMBL502848,1,55,55,ya estaba
CHEMBL502902,1,36,36,ya estaba
CHEMBL502903,1,48,48,ya estaba
CHEMBL502938,1,62,62,ya estaba
CHEMBL502942,1,60,60,ya estaba
CHEMBL502969,1,53,53,ya estaba
CHEMBL502976,1,17,17,ya estaba
CHEMBL502989,1,66,66,ya estaba
CHEMBL503002,1,47,47,ya estaba
CHEMBL503036,1,78,78,ya estaba
CHEMBL503039,1,18,18,ya estaba
CHEMBL503092,1,40,40,ya estaba
CHEMBL503094,1,14,14,ya estaba
CHEMBL503111,1,70,70,ya estaba
CHEMBL503113,1,63,63,ya estaba
CHEMBL503127,1,68,68,ya estaba
CHEMBL503146,1,61,61,ya estaba
CHEMBL503154,1,87,87,ya estaba
CHEMBL503171,1,61,61,ya estaba
CHEMBL503178,1,61,61,ya estaba
CHEMBL503192,1,51,51,ya estaba
CHEMBL503208,1,20,20,ya estaba
CHEMBL503226,1,46,46,ya estaba
CHEMBL503230,1,41,41,ya estaba
CHEMBL503241,1,43,43,ya estaba
CHEMBL503244,1,86,86,
CHEMBL503257,1,63,63,ya estaba
CHEMBL503279,1,16,16,ya estaba
CHEMBL503282,1,62,62,ya estaba
CHEMBL503295,1,42,42,ya estaba
CHEMBL503300,1,55,55,ya estaba
CHEMBL503307,1,60,60,ya estaba
CHEMBL503318,1,49,49,ya estaba
CHEMBL503332,1,8,8,ya estaba
CHEMBL503341,1,67,67,ya estaba
CHEMBL503365,1,43,43,ya estaba
CHEMBL503369,1,10,10,ya estaba
CHEMBL503386,1,66,66,ya estaba
CHEMBL503387,1,71,71,ya estaba
CHEMBL503401,1,43,43,ya estaba
CHEMBL503472,1,83,83,ya estaba
CHEMBL503475,1,109,109,ya estaba
CHEMBL503476,1,29,29,ya estaba
CHEMBL503534,1,38,38,ya estaba
CHEMBL503540,1,58,58,ya estaba
CHEMBL503555,1,18,18,ya estaba
CHEMBL503577,1,65,65,ya estaba
CHEMBL503580,1,21,21,ya estaba
CHEMBL503581,1,39,39,ya estaba
CHEMBL503594,1,90,90,ya estaba
CHEMBL503601,1,61,61,ya estaba
CHEMBL503613,1,15,15,ya estaba
CHEMBL503627,1,68,68,ya estaba
CHEMBL503640,1,61,61,ya estaba
CHEMBL503671,1,62,62,ya estaba
CHEMBL503688,1,41,41,ya estaba
CHEMBL503716,1,43,43,ya estaba
CHEMBL503718,1,44,44,ya estaba
CHEMBL503720,1,57,57,ya estaba
CHEMBL503727,1,18,18,ya estaba
CHEMBL503732,1,23,23,ya estaba
CHEMBL503758,1,21,21,ya estaba
CHEMBL503765,1,53,53,ya estaba
CHEMBL503820,1,65,65,ya estaba
CHEMBL503851,1,16,16,ya estaba
CHEMBL503853,1,45,45,ya estaba
CHEMBL503854,1,91,91,ya estaba
CHEMBL503859,1,43,43,ya estaba
CHEMBL503868,1,77,77,ya estaba
CHEMBL503927,0,69,69,tipos no validos: {'Si': 1}
CHEMBL503941,1,45,45,ya estaba
CHEMBL503969,1,48,48,ya estaba
CHEMBL503976,1,71,71,ya estaba
CHEMBL504022,1,70,70,ya estaba
CHEMBL504043,1,23,23,ya estaba
CHEMBL504100,1,17,17,ya estaba
CHEMBL504131,1,54,54,ya estaba
CHEMBL504167,1,51,51,ya estaba
CHEMBL504170,1,66,66,ya estaba
CHEMBL504183,1,43,43,ya estaba
CHEMBL504195,1,39,39,ya estaba
CHEMBL504198,1,59,59,ya estaba
CHEMBL504208,1,74,74,ya estaba
CHEMBL504215,1,64,64,ya estaba
CHEMBL504220,1,50,50,ya estaba
CHEMBL504227,1,52,52,ya estaba
CHEMBL504230,1,42,42,ya estaba
CHEMBL504274,1,12,12,ya estaba
CHEMBL504284,1,38,38,ya estaba
CHEMBL504290,1,60,60,ya estaba
CHEMBL504312,1,55,55,ya estaba
CHEMBL504328,1,90,90,ya estaba
CHEMBL504340,1,18,18,ya estaba
CHEMBL504341,1,68,68,ya estaba
CHEMBL504361,1,70,70,ya estaba
CHEMBL504385,1,60,60,ya estaba
CHEMBL504387,1,47,47,ya estaba
CHEMBL504404,1,37,37,ya estaba
CHEMBL504431,1,62,62,ya estaba
CHEMBL504435,1,44,44,ya estaba
CHEMBL504449,1,38,38,ya estaba
CHEMBL504455,1,37,37,ya estaba
CHEMBL504485,1,67,67,ya estaba
CHEMBL504490,1,42,42,ya estaba
CHEMBL504525,1,44,44,ya estaba
CHEMBL504536,1,21,21,ya estaba
CHEMBL504554,1,70,70,ya estaba
CHEMBL504557,1,52,52,ya estaba
CHEMBL504570,1,67,67,ya estaba
CHEMBL504602,1,41,41,ya estaba
CHEMBL504608,1,70,70,ya estaba
CHEMBL504609,1,60,60,ya estaba
CHEMBL504701,1,80,80,ya estaba
CHEMBL504716,1,70,70,ya estaba
CHEMBL504723,1,79,79,ya estaba
CHEMBL504737,1,41,41,ya estaba
CHEMBL504771,1,40,40,ya estaba
CHEMBL504779,1,50,50,ya estaba
CHEMBL504819,1,55,55,ya estaba
CHEMBL504841,1,60,60,ya estaba
CHEMBL504851,1,51,51,ya estaba
CHEMBL504887,1,20,20,ya estaba
CHEMBL504901,1,49,49,ya estaba
CHEMBL504913,1,18,18,ya estaba
CHEMBL504915,1,46,46,ya estaba
CHEMBL504936,1,48,48,ya estaba
CHEMBL504938,1,60,60,ya estaba
CHEMBL504953,1,74,74,ya estaba
CHEMBL504966,1,39,39,ya estaba
CHEMBL504970,1,80,80,ya estaba
CHEMBL504984,1,90,90,ya estaba
CHEMBL504994,1,52,52,ya estaba
CHEMBL505000,1,81,81,ya estaba
CHEMBL505026,1,19,19,ya estaba
CHEMBL505027,1,58,58,ya estaba
CHEMBL505030,1,54,54,ya estaba
CHEMBL505032,1,21,21,ya estaba
CHEMBL505039,1,41,41,ya estaba
CHEMBL505052,1,43,43,ya estaba
CHEMBL505058,1,44,44,ya estaba
CHEMBL505080,1,51,51,ya estaba
CHEMBL505088,1,60,60,ya estaba
CHEMBL505090,1,18,18,ya estaba
CHEMBL505098,1,50,50,ya estaba
CHEMBL505101,1,66,66,ya estaba
CHEMBL505109,1,48,48,ya estaba
CHEMBL505144,0,44,44,tipos no validos: {'B': 1}
CHEMBL505152,1,17,17,ya estaba
CHEMBL505186,1,68,68,ya estaba
CHEMBL505203,1,43,43,ya estaba
CHEMBL505204,1,104,104,ya estaba
CHEMBL505228,1,46,46,ya estaba
CHEMBL505235,1,106,106,ya estaba
CHEMBL505250,1,82,82,ya estaba
CHEMBL505258,1,22,22,ya estaba
CHEMBL505263,1,46,46,ya estaba
CHEMBL505269,1,42,42,ya estaba
CHEMBL505273,1,41,41,ya estaba
CHEMBL505278,1,45,45,ya estaba
CHEMBL505294,1,76,76,ya estaba
CHEMBL505320,1,54,54,ya estaba
CHEMBL505354,1,43,43,ya estaba
CHEMBL505358,1,83,83,ya estaba
CHEMBL505361,1,73,73,ya estaba
CHEMBL505419,1,15,15,ya estaba
CHEMBL505464,1,41,41,ya estaba
CHEMBL505466,1,41,41,ya estaba
CHEMBL505471,1,40,40,ya estaba
CHEMBL505477,1,66,66,ya estaba
CHEMBL505481,1,39,39,ya estaba
CHEMBL505496,1,77,77,ya estaba
CHEMBL505510,1,62,62,ya estaba
CHEMBL505541,1,72,72,ya estaba
CHEMBL505577,1,18,18,ya estaba
CHEMBL505579,1,46,46,ya estaba
CHEMBL505596,1,43,43,ya estaba
CHEMBL505608,1,125,125,ya estaba
CHEMBL505630,1,58,58,ya estaba
CHEMBL505639,1,134,134,ya estaba
CHEMBL505660,1,71,71,ya estaba
CHEMBL505667,1,38,38,ya estaba
CHEMBL505678,1,61,61,ya estaba
CHEMBL505682,1,46,46,ya estaba
CHEMBL505696,1,40,40,ya estaba
CHEMBL505702,1,41,41,ya estaba
CHEMBL505734,1,42,42,ya estaba
CHEMBL505741,1,43,43,ya estaba
CHEMBL505767,1,57,57,ya estaba
CHEMBL505770,1,45,45,ya estaba
CHEMBL505771,1,41,41,ya estaba
CHEMBL505773,1,62,62,ya estaba
CHEMBL505780,1,58,58,ya estaba
CHEMBL505828,1,78,78,ya estaba
CHEMBL505858,1,17,17,ya estaba
CHEMBL505870,1,111,111,ya estaba
CHEMBL505879,1,40,40,ya estaba
CHEMBL505904,1,85,85,ya estaba
CHEMBL505907,1,52,52,ya estaba
CHEMBL505956,1,40,40,ya estaba
CHEMBL505974,1,21,21,ya estaba
CHEMBL505980,1,53,53,ya estaba
CHEMBL505987,1,40,40,ya estaba
CHEMBL505993,1,40,40,ya estaba
CHEMBL506017,1,98,98,ya estaba
CHEMBL506023,1,19,19,ya estaba
CHEMBL506030,1,65,65,ya estaba
CHEMBL506041,1,70,70,ya estaba
CHEMBL506051,1,53,53,ya estaba
CHEMBL506054,1,52,52,ya estaba
CHEMBL506067,1,26,26,ya estaba
CHEMBL506075,1,44,44,ya estaba
CHEMBL506100,1,25,25,ya estaba
CHEMBL506104,1,106,106,
CHEMBL506170,1,39,39,ya estaba
CHEMBL506191,1,47,47,ya estaba
CHEMBL506206,1,70,70,ya estaba
CHEMBL506213,1,42,42,ya estaba
CHEMBL506232,1,66,66,ya estaba
CHEMBL506235,1,47,47,ya estaba
CHEMBL506248,1,56,56,ya estaba
CHEMBL506249,1,47,47,ya estaba
CHEMBL506253,1,62,62,ya estaba
CHEMBL506258,1,37,37,ya estaba
CHEMBL506264,1,40,40,ya estaba
CHEMBL506279,1,42,42,ya estaba
CHEMBL506300,1,16,16,ya estaba
CHEMBL506303,1,19,19,ya estaba
CHEMBL506312,1,40,40,ya estaba
CHEMBL506323,1,39,39,ya estaba
CHEMBL506328,1,51,51,ya estaba
CHEMBL506333,1,65,65,ya estaba
CHEMBL506339,1,45,45,ya estaba
CHEMBL506355,1,17,17,ya estaba
CHEMBL506363,1,45,45,ya estaba
CHEMBL506402,1,66,66,ya estaba
CHEMBL506411,1,51,51,ya estaba
CHEMBL506505,1,52,52,ya estaba
CHEMBL506509,1,62,62,ya estaba
CHEMBL506510,1,41,41,ya estaba
CHEMBL506512,1,48,48,ya estaba
CHEMBL506557,1,52,52,ya estaba
CHEMBL506600,1,78,78,ya estaba
CHEMBL506616,1,43,43,ya estaba
CHEMBL506620,1,25,25,ya estaba
CHEMBL506636,1,42,42,ya estaba
CHEMBL506679,1,63,63,ya estaba
CHEMBL506690,1,29,29,ya estaba
CHEMBL506695,1,40,40,ya estaba
CHEMBL506708,1,44,44,ya estaba
CHEMBL506709,1,41,41,ya estaba
CHEMBL506720,1,19,19,ya estaba
CHEMBL506761,1,41,41,ya estaba
CHEMBL506777,1,62,62,ya estaba
CHEMBL506783,1,39,39,ya estaba
CHEMBL506792,1,30,30,ya estaba
CHEMBL506817,1,80,80,ya estaba
CHEMBL506833,1,65,65,ya estaba
CHEMBL506863,1,25,25,ya estaba
CHEMBL506892,1,77,77,ya estaba
CHEMBL506955,1,52,52,ya estaba
CHEMBL506995,1,39,39,ya estaba
CHEMBL507009,1,46,46,ya estaba
CHEMBL507048,1,68,68,ya estaba
CHEMBL507052,1,70,70,ya estaba
CHEMBL507055,1,41,41,ya estaba
CHEMBL507061,1,59,59,ya estaba
CHEMBL507066,1,53,53,ya estaba
