ligand,motivo,n_atomos,tipos
CHEMBL50441,tipo_invalido:Na,30,"A,C,F,HD,N,NA,Na,OA"
CHEMBL504431,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504435,"tipo_invalido:CG,G0",47,"C,CG,G0,HD,N,OA"
CHEMBL504449,"tipo_invalido:CG,G0",43,"C,CG,G0,HD,OA"
CHEMBL504455,"tipo_invalido:CG,G0",41,"C,CG,G0,HD,OA"
CHEMBL504484,tipo_invalido:B,58,"A,B,C,Cl,F,HD,N,OA"
CHEMBL504485,"tipo_invalido:CG,G0,G1",87,"A,C,CG,G0,G1,HD,OA"
CHEMBL504490,"tipo_invalido:CG,G0",46,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL504525,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA"
CHEMBL504536,"tipo_invalido:CG,G0",26,"C,CG,G0,HD,OA"
CHEMBL504538,fallo_empirico_4_proteinas,166,"A,C,HD,N,NA,OA,SA"
CHEMBL504543,fallo_empirico_4_proteinas,128,"A,C,HD,N,NA,OA,SA"
CHEMBL504554,"tipo_invalido:CG,G0",77,"A,C,CG,G0,HD,N,OA"
CHEMBL504557,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504570,"tipo_invalido:CG,G0",71,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL504602,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,OA"
CHEMBL504608,"tipo_invalido:CG,G0",93,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504609,"tipo_invalido:CG,G0",64,"C,CG,G0,HD,N,OA"
CHEMBL504700,fallo_empirico_4_proteinas,123,"A,C,HD,N,NA,OA"
CHEMBL504701,"tipo_invalido:CG,G0",91,"C,CG,G0,HD,OA"
CHEMBL504716,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL504723,"tipo_invalido:CG,G0",95,"A,C,CG,Cl,G0,HD,N,NA,OA,SA"
CHEMBL504737,"tipo_invalido:CG,G0",46,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL504771,"tipo_invalido:CG,G0",44,"C,CG,G0,HD,OA"
CHEMBL504779,"tipo_invalido:CG,G0,G1",57,"C,CG,G0,G1,HD,OA"
CHEMBL50479,fallo_empirico_4_proteinas,35,"Br,C,N,OA"
CHEMBL504819,"tipo_invalido:CG,G0",59,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL504841,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,OA"
CHEMBL504851,"tipo_invalido:CG,G0",60,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL504887,"tipo_invalido:CG,G0",23,"A,C,CG,Cl,G0,HD,N,S"
CHEMBL504901,"tipo_invalido:CG,G0",54,"A,C,CG,G0,HD,OA"
CHEMBL504913,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL504915,"tipo_invalido:CG,G0",48,"A,C,CG,G0,OA"
CHEMBL504936,"tipo_invalido:CG,G0",50,"A,C,CG,G0,NA,OA"
CHEMBL504938,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL50494,tipo_invalido:Na,32,"A,C,F,HD,N,NA,Na,OA"
CHEMBL504953,"tipo_invalido:CG,G0",82,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504966,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA"
CHEMBL504970,"tipo_invalido:CG,G0",90,"C,CG,G0,HD,OA"
CHEMBL504984,"tipo_invalido:CG,G0,G1,G2",101,"A,C,CG,G0,G1,G2,HD,N,NA,OA"
CHEMBL50499,tipo_invalido:Na,31,"A,C,F,N,NA,Na,OA"
CHEMBL504994,"tipo_invalido:CG,G0",58,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL505000,"tipo_invalido:CG,G0",92,"C,CG,G0,HD,OA"
CHEMBL505026,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,OA"
CHEMBL505027,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,N,OA"
CHEMBL505030,"tipo_invalido:CG,G0",58,"A,C,CG,G0,HD,NA,OA"
CHEMBL505032,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL505039,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,OA"
CHEMBL505047,tipo_invalido:B,12,"A,B,F,HD,OA"
CHEMBL505052,"tipo_invalido:CG,G0",45,"A,C,CG,G0,OA"
CHEMBL505058,"tipo_invalido:CG,G0",46,"C,CG,G0,N,OA"
CHEMBL505063,tipo_invalido:Si,54,"C,HD,N,OA,Si"
CHEMBL505080,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505088,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505090,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,OA"
CHEMBL505098,"tipo_invalido:CG,G0",53,"A,C,CG,G0,HD,OA"
CHEMBL505101,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,OA"
CHEMBL505109,"tipo_invalido:CG,G0",50,"C,CG,G0,N,OA"
CHEMBL505144,"tipo_invalido:B,CG,G0",47,"A,B,C,CG,F,G0,HD,N,OA"
CHEMBL505152,"tipo_invalido:CG,G0",20,"C,CG,G0,HD,OA"
CHEMBL505186,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,OA"
CHEMBL505203,"tipo_invalido:CG,G0",47,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL505204,"tipo_invalido:CG,G0,G1,G2",118,"A,C,CG,G0,G1,G2,HD,N,NA,OA,S"
CHEMBL505228,"tipo_invalido:CG,G0",55,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505235,"tipo_invalido:CG,G0",129,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL505250,"tipo_invalido:CG,G0",88,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505258,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL505263,"tipo_invalido:CG,G0",51,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL505269,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,NA,OA"
CHEMBL50527,fallo_empirico_4_proteinas,38,"A,C,HD,I,N,OA,S"
CHEMBL505273,"tipo_invalido:CG,G0",44,"C,CG,Cl,G0,HD,OA"
CHEMBL505278,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,OA"
CHEMBL505294,"tipo_invalido:CG,G0",91,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL50530,fallo_empirico_4_proteinas,38,"A,C,HD,N,NA,OA"
CHEMBL505320,"tipo_invalido:CG,G0",56,"A,C,CG,G0,OA"
CHEMBL505354,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,OA"
CHEMBL505358,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL505361,"tipo_invalido:CG,G0",78,"A,C,CG,G0,HD,NA,OA"
CHEMBL505364,fallo_empirico_4_proteinas,130,"A,C,HD,N,NA,OA"
CHEMBL505419,"tipo_invalido:CG,G0",18,"A,C,CG,Cl,G0,HD,OA"
CHEMBL505464,"tipo_invalido:CG,G0",43,"A,C,CG,G0,N,OA"
CHEMBL505466,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,OA"
CHEMBL505471,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,OA"
CHEMBL505477,"tipo_invalido:CG,G0",76,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL505481,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA"
CHEMBL505496,"tipo_invalido:CG,G0",92,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL505510,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505541,"tipo_invalido:CG,G0",82,"C,CG,G0,HD,OA"
CHEMBL505543,tipo_invalido:B,50,"A,B,C,F,HD,N,NA,OA"
CHEMBL505577,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL505579,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,OA"
CHEMBL505596,"tipo_invalido:CG,G0",47,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL505608,"tipo_invalido:CG,G0,G1,G2",166,"A,C,CG,G0,G1,G2,HD,N,NA,OA,SA"
CHEMBL505609,fallo_empirico_4_proteinas,127,"A,C,HD,N,NA,OA,SA"
CHEMBL505630,"tipo_invalido:CG,G0",62,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505639,"tipo_invalido:CG,G0,G1",167,"A,C,CG,G0,G1,HD,OA"
CHEMBL505660,"tipo_invalido:CG,G0",82,"A,C,CG,G0,HD,N,OA"
CHEMBL505667,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,OA"
CHEMBL505678,"tipo_invalido:CG,G0",67,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL505682,"tipo_invalido:CG,G0",49,"C,CG,G0,HD,OA"
CHEMBL505696,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA"
CHEMBL50570,fallo_empirico_4_proteinas,20,"A,C,Cl,HD,NA,OA"
CHEMBL505702,"tipo_invalido:CG,G0",45,"C,CG,G0,HD,N,OA"
CHEMBL505734,"tipo_invalido:CG,G0",50,"C,CG,G0,HD,N,OA"
CHEMBL505741,"tipo_invalido:CG,G0,G1",48,"C,CG,G0,G1,HD,OA"
CHEMBL505767,"tipo_invalido:CG,G0",63,"C,CG,G0,HD,OA"
CHEMBL505770,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,OA"
CHEMBL505771,"tipo_invalido:CG,G0",44,"C,CG,G0,HD,OA"
CHEMBL505773,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,NA,OA"
CHEMBL505780,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,N,OA"
CHEMBL505803,fallo_empirico_4_proteinas,110,"A,C,HD,OA"
CHEMBL505828,"tipo_invalido:CG,G0,G1",100,"A,C,CG,G0,G1,HD,OA"
CHEMBL505856,tipo_invalido:B,16,"A,B,C,HD,N,NA,OA"
CHEMBL505858,"tipo_invalido:CG,G0",20,"C,CG,G0,HD,OA"
CHEMBL505870,"tipo_invalido:CG,G0",133,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL505879,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA"
CHEMBL505904,"tipo_invalido:CG,G0",102,"C,CG,G0,HD,OA"
CHEMBL505907,"tipo_invalido:CG,G0",60,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL505956,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL505974,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL505980,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,N,OA"
CHEMBL505987,"tipo_invalido:CG,G0",42,"A,C,CG,G0,NA,OA"
CHEMBL505993,"tipo_invalido:CG,G0",42,"A,C,CG,G0,N,NA,OA"
CHEMBL506017,"tipo_invalido:CG,G0,G1,G2",114,"A,C,CG,G0,G1,G2,HD,N,NA,OA,S"
CHEMBL506023,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,N,OA"
CHEMBL506030,"tipo_invalido:CG,G0",75,"C,CG,G0,HD,OA"
CHEMBL506041,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL506051,"tipo_invalido:CG,G0",65,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL506054,"tipo_invalido:CG,G0",56,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL506067,"tipo_invalido:CG,G0",30,"C,CG,G0,HD,OA"
CHEMBL506075,"tipo_invalido:CG,G0,G1",49,"C,CG,G0,G1,HD,N,OA"
CHEMBL506100,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506104,"tipo_invalido:CG,G0",123,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL506141,tipo_invalido:B,27,"A,B,C,HD,N,OA"
CHEMBL506170,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506191,"tipo_invalido:CG,G0",53,"C,CG,G0,HD,N,NA,OA"
CHEMBL506206,"tipo_invalido:CG,G0",76,"A,C,CG,G0,HD,N,OA"
CHEMBL506213,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506232,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,OA"
CHEMBL506235,"tipo_invalido:CG,G0",51,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL506248,"tipo_invalido:CG,G0",58,"A,C,CG,G0,NA,OA"
CHEMBL506249,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,OA"
CHEMBL506253,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,OA"
CHEMBL506258,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,OA"
CHEMBL506264,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,OA"
CHEMBL506279,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL50628,fallo_empirico_4_proteinas,20,"A,C,Cl,HD,NA,OA"
CHEMBL506300,"tipo_invalido:CG,G0",18,"C,CG,G0,OA"
CHEMBL506303,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL506312,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,OA"
CHEMBL506323,"tipo_invalido:CG,G0",42,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL506328,"tipo_invalido:CG,G0",53,"A,C,CG,G0,OA"
CHEMBL506333,"tipo_invalido:CG,G0",73,"A,C,CG,G0,HD,N,OA"
CHEMBL506339,"tipo_invalido:CG,G0",50,"C,CG,G0,HD,N,OA"
CHEMBL506354,tipo_invalido:B,56,"A,B,C,Cl,F,HD,N,OA"
CHEMBL506355,"tipo_invalido:CG,G0",20,"C,CG,G0,HD,OA"
CHEMBL506363,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA"
CHEMBL506402,"tipo_invalido:CG,G0",71,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506411,"tipo_invalido:CG,G0",57,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL506505,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506509,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506510,"tipo_invalido:CG,G0",43,"A,C,CG,G0,OA"
CHEMBL506512,"tipo_invalido:CG,G0",52,"A,C,CG,G0,HD,N,OA"
CHEMBL506555,fallo_empirico_4_proteinas,118,"A,C,HD,N,NA,OA"
CHEMBL506557,"tipo_invalido:CG,G0",58,"C,CG,G0,HD,N,OA"
CHEMBL506600,"tipo_invalido:CG,G0",97,"A,C,CG,G0,HD,OA"
CHEMBL506616,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,OA"
CHEMBL506620,"tipo_invalido:CG,G0",27,"C,CG,G0,OA"
CHEMBL506636,"tipo_invalido:CG,G0",47,"C,CG,G0,HD,N,OA"
CHEMBL506679,"tipo_invalido:CG,G0",78,"A,C,CG,G0,HD,OA"
CHEMBL506690,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,N,NA,OA,SA"
CHEMBL506695,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,OA"
CHEMBL506708,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL506709,"tipo_invalido:CG,G0",43,"C,CG,G0,OA"
CHEMBL506720,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,N,NA,OA,SA"
CHEMBL506761,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL50677,fallo_empirico_4_proteinas,33,"Br,C,N,OA"
CHEMBL506777,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,OA"
CHEMBL506783,"tipo_invalido:CG,G0,G1",44,"C,CG,G0,G1,HD,OA"
CHEMBL506792,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,OA"
CHEMBL506817,"tipo_invalido:CG,G0,G1",101,"A,C,CG,G0,G1,HD,OA"
CHEMBL506833,"tipo_invalido:CG,G0",75,"C,CG,G0,HD,OA"
CHEMBL50684,fallo_empirico_4_proteinas,40,"A,C,HD,NA,OA"
CHEMBL50685,fallo_empirico_4_proteinas,42,"A,C,Cl,HD,N,NA,OA,S"
CHEMBL50686,fallo_empirico_4_proteinas,31,"Br,C,N,OA"
CHEMBL506863,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL506886,fallo_empirico_4_proteinas,102,"A,C,HD,N,OA"
CHEMBL506892,"tipo_invalido:CG,G0",92,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL506955,"tipo_invalido:CG,G0",56,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL506995,"tipo_invalido:CG,G0",43,"C,CG,G0,HD,OA"
CHEMBL507009,"tipo_invalido:CG,G0",48,"A,C,CG,G0,OA"
CHEMBL507048,"tipo_invalido:CG,G0",88,"C,CG,G0,HD,N,NA,OA"
CHEMBL507052,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL507055,"tipo_invalido:CG,G0",44,"C,CG,G0,HD,OA"
CHEMBL507061,"tipo_invalido:CG,G0",65,"A,C,CG,G0,HD,N,OA"
CHEMBL507066,"tipo_invalido:CG,G0",57,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL507081,"tipo_invalido:CG,G0",73,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL507117,"tipo_invalido:CG,G0,G1",53,"C,CG,G0,G1,HD,NA,OA"
CHEMBL507141,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL507157,"tipo_invalido:CG,G0",36,"C,CG,G0,HD,N,NA,OA"
CHEMBL507160,"tipo_invalido:CG,G0",26,"C,CG,G0,OA"
CHEMBL507178,"tipo_invalido:CG,G0",65,"A,C,CG,G0,HD,N,OA"
CHEMBL507187,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,OA"
CHEMBL507191,"tipo_invalido:CG,G0",70,"C,CG,G0,HD,N,NA,OA"
CHEMBL507210,"tipo_invalido:CG,G0",46,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL507213,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,NA,S"
CHEMBL507214,"tipo_invalido:CG,G0",93,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL50722,fallo_empirico_4_proteinas,40,"A,C,HD,N,NA,OA"
CHEMBL507228,"tipo_invalido:CG,G0",52,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL507231,"tipo_invalido:CG,G0",32,"C,CG,G0,HD,OA"
CHEMBL507250,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,OA"
CHEMBL507266,"tipo_invalido:CG,G0",86,"C,CG,G0,HD,OA"
CHEMBL507273,"tipo_invalido:CG,G0",82,"C,CG,G0,HD,OA"
CHEMBL507301,"tipo_invalido:CG,G0,G1,G2",124,"A,C,CG,G0,G1,G2,HD,N,NA,OA,S"
CHEMBL507308,"tipo_invalido:CG,G0",84,"A,C,CG,G0,HD,OA"
CHEMBL507336,"tipo_invalido:CG,G0",112,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL507406,"tipo_invalido:CG,G0",98,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL507417,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL507441,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL507458,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL507468,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,OA"
CHEMBL507470,"tipo_invalido:CG,G0,G1",125,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL50749,fallo_empirico_4_proteinas,32,"Br,C,HD,N,OA"
CHEMBL507519,"tipo_invalido:CG,G0",47,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL507575,tipo_invalido:B,24,"A,B,C,F,N,OA,S"
CHEMBL507589,"tipo_invalido:CG,G0",55,"C,CG,G0,NA,OA"
CHEMBL507602,"tipo_invalido:CG,G0",35,"C,CG,G0,OA"
CHEMBL507608,"tipo_invalido:CG,G0",46,"A,C,CG,G0,NA,OA"
CHEMBL507646,tipo_invalido:Si,69,"A,C,HD,OA,Si"
CHEMBL507647,"tipo_invalido:CG,G0",72,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL507673,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,OA"
CHEMBL507675,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,OA"
CHEMBL507685,"tipo_invalido:CG,G0",71,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL507715,"tipo_invalido:CG,G0",18,"A,C,CG,G0,HD,OA"
CHEMBL507717,"tipo_invalido:CG,G0",71,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL507738,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,N,NA,OA"
CHEMBL507739,"tipo_invalido:CG,G0",52,"C,CG,G0,HD,N,OA"
CHEMBL507742,"tipo_invalido:CG,G0",86,"C,CG,G0,HD,OA"
CHEMBL507745,"tipo_invalido:CG,G0",32,"A,C,CG,F,G0,HD,N,OA"
CHEMBL507752,"tipo_invalido:CG,G0",37,"C,CG,G0,OA"
CHEMBL507753,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL507757,"tipo_invalido:CG,G0",84,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL507763,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL507772,"tipo_invalido:CG,G0",41,"C,CG,G0,HD,OA"
CHEMBL507778,"tipo_invalido:CG,G0",47,"C,CG,G0,OA"
CHEMBL507786,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,N,OA"
CHEMBL507792,"tipo_invalido:CG,G0",50,"A,C,CG,G0,NA,OA"
CHEMBL507798,"tipo_invalido:CG,G0",87,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL507807,fallo_empirico_4_proteinas,127,"A,C,HD,N,NA,OA,SA"
CHEMBL507816,"tipo_invalido:CG,G0",38,"A,C,CG,F,G0,HD,N,OA"
CHEMBL507833,"tipo_invalido:CG,G0",20,"C,CG,G0,OA"
CHEMBL507856,"tipo_invalido:CG,G0",33,"C,CG,G0,HD,N,OA"
CHEMBL507858,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,NA,OA"
CHEMBL507859,"tipo_invalido:CG,G0",73,"A,C,CG,G0,HD,N,OA"
CHEMBL507863,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL507865,"tipo_invalido:CG,G0,Si",54,"A,C,CG,G0,HD,OA,Si"
CHEMBL507887,"tipo_invalido:CG,G0",62,"C,CG,G0,HD,N,OA"
CHEMBL507892,"tipo_invalido:CG,G0",57,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL507907,"tipo_invalido:CG,G0",94,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL507923,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL507933,"tipo_invalido:CG,G0,G1",51,"A,C,CG,G0,G1,HD,N,NA,OA,P,S,SA"
CHEMBL507980,"tipo_invalido:CG,G0",31,"A,C,CG,G0,NA,OA"
CHEMBL507985,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,NA,OA"
CHEMBL507995,"tipo_invalido:CG,G0",26,"C,CG,G0,NA,OA"
CHEMBL508017,"tipo_invalido:CG,G0",53,"A,C,CG,G0,OA"
CHEMBL508034,"tipo_invalido:CG,G0",19,"C,CG,G0,OA"
CHEMBL508037,"tipo_invalido:CG,G0",69,"C,CG,G0,HD,N,NA,OA"
CHEMBL508049,"tipo_invalido:CG,G0",48,"A,C,CG,Cl,G0,HD,N,NA,OA,S,SA"
CHEMBL508054,"tipo_invalido:CG,G0,G1",32,"C,CG,G0,G1,HD,N,NA,SA"
CHEMBL508061,"tipo_invalido:CG,G0",58,"A,C,CG,G0,OA"
CHEMBL508062,tipo_invalido:B,40,"A,B,C,HD,N,OA"
CHEMBL508083,fallo_empirico_4_proteinas,143,"A,C,HD,N,NA,OA"
CHEMBL508141,tipo_invalido:B,59,"A,B,C,Cl,F,HD,N,OA"
CHEMBL508145,"tipo_invalido:CG,G0",72,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL508150,fallo_empirico_4_proteinas,112,"A,C,N,NA,OA"
CHEMBL508170,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508172,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508194,tipo_invalido:B,44,"A,B,C,HD,N,NA,OA"
CHEMBL508207,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508223,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,OA"
CHEMBL508232,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,NA,OA"
CHEMBL508234,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508254,"tipo_invalido:CG,G0",55,"C,CG,G0,NA,OA"
CHEMBL508263,"tipo_invalido:CG,G0",38,"C,CG,G0,HD,OA"
CHEMBL508272,"tipo_invalido:CG,G0",84,"C,CG,G0,HD,N,OA"
CHEMBL508289,"tipo_invalido:CG,G0,G1",46,"C,CG,G0,G1,OA"
CHEMBL508295,fallo_empirico_4_proteinas,149,"A,C,HD,N,NA,OA"
CHEMBL508310,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,NA,OA"
CHEMBL508318,"tipo_invalido:CG,G0",46,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL508345,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,OA"
CHEMBL508360,"tipo_invalido:CG,G0",79,"A,C,CG,G0,HD,N,OA"
CHEMBL508383,"tipo_invalido:CG,G0",89,"A,C,CG,G0,HD,N,OA"
CHEMBL508418,"tipo_invalido:CG,G0,G1",38,"C,CG,G0,G1,OA"
CHEMBL508422,fallo_empirico_4_proteinas,118,"A,C,HD,N,NA,OA"
CHEMBL508426,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508446,"tipo_invalido:CG,G0,Si",55,"A,C,CG,G0,HD,OA,Si"
CHEMBL508460,"tipo_invalido:CG,G0",43,"A,C,CG,G0,N,OA"
CHEMBL508470,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,OA"
CHEMBL508484,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL508498,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL508522,"tipo_invalido:CG,G0",40,"C,CG,G0,HD,OA"
CHEMBL508569,"tipo_invalido:CG,G0",131,"A,C,CG,F,G0,HD,N,NA,OA,SA"
CHEMBL508581,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,OA"
