ligand,motivo,n_atomos,tipos
CHEMBL498537,"tipo_invalido:CG,G0",27,"A,Br,C,CG,G0,HD,NA,OA,S,SA"
CHEMBL498539,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,G0,HD,NA,OA,SA"
CHEMBL498540,"tipo_invalido:CG,G0",28,"A,C,CG,F,G0,HD,NA,OA,SA"
CHEMBL498579,tipo_invalido:Si,37,"A,C,HD,OA,SA,Si"
CHEMBL498602,"tipo_invalido:CG,G0",37,"A,C,CG,F,G0,HD,N,OA"
CHEMBL498639,tipo_invalido:Si,32,"A,C,HD,N,OA,Si"
CHEMBL498663,tipo_invalido:B,27,"A,B,C,HD,N,NA,OA"
CHEMBL498735,tipo_invalido:B,36,"A,B,C,HD,N,OA"
CHEMBL498751,"tipo_invalido:CG,G0",24,"C,CG,G0,OA"
CHEMBL498787,tipo_invalido:Si,38,"A,C,HD,OA,SA,Si"
CHEMBL498788,tipo_invalido:Si,36,"A,C,OA,SA,Si"
CHEMBL498822,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL498851,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,OA"
CHEMBL498885,"tipo_invalido:CG,G0",76,"A,C,CG,G0,HD,N,OA"
CHEMBL498932,"tipo_invalido:CG,G0",58,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL498935,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,OA"
CHEMBL498969,"tipo_invalido:CG,G0",48,"C,CG,G0,HD,OA"
CHEMBL498971,"tipo_invalido:CG,G0",48,"A,C,CG,G0,NA,OA"
CHEMBL498992,"tipo_invalido:CG,G0",21,"A,C,CG,G0,OA,S"
CHEMBL498993,"tipo_invalido:CG,G0,G1",60,"A,C,CG,Cl,G0,G1,HD,N,OA"
CHEMBL499003,"tipo_invalido:CG,G0",19,"C,CG,G0,OA"
CHEMBL499025,"tipo_invalido:CG,G0",73,"A,C,CG,G0,HD,N,OA"
CHEMBL499030,"tipo_invalido:CG,G0",41,"C,CG,G0,HD,OA"
CHEMBL499091,"tipo_invalido:CG,G0",86,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL499093,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL499186,"tipo_invalido:CG,G0",80,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL499193,"tipo_invalido:CG,G0",23,"A,C,CG,Cl,G0,NA"
CHEMBL499195,"tipo_invalido:CG,G0",76,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL499199,"tipo_invalido:CG,G0",49,"C,CG,G0,HD,N,OA"
CHEMBL499204,"tipo_invalido:CG,G0,G1",64,"A,C,CG,G0,G1,HD,N,OA,SA"
CHEMBL499268,"tipo_invalido:CG,G0",52,"C,CG,G0,HD,OA"
CHEMBL499276,"tipo_invalido:CG,G0",91,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL499282,"tipo_invalido:CG,G0",47,"C,CG,G0,HD,OA"
CHEMBL499286,"tipo_invalido:CG,G0",23,"A,Br,C,CG,G0,HD,N,S"
CHEMBL499317,"tipo_invalido:CG,G0",52,"A,C,CG,G0,HD,N,OA"
CHEMBL499400,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,OA"
CHEMBL499405,fallo_empirico_4_proteinas,119,"A,C,Cl,HD,N,OA"
CHEMBL499423,"tipo_invalido:CG,G0",67,"C,CG,G0,HD,N,NA,OA"
CHEMBL499508,"tipo_invalido:CG,G0,G1",87,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL49951,fallo_empirico_4_proteinas,27,"Br,C,HD,N,OA"
CHEMBL499546,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL499591,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,N,OA"
CHEMBL499595,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,OA"
CHEMBL499600,"tipo_invalido:CG,G0",89,"C,CG,G0,HD,N,OA"
CHEMBL499688,"tipo_invalido:CG,G0",52,"A,C,CG,G0,HD,OA"
CHEMBL499692,"tipo_invalido:CG,G0",67,"C,CG,G0,HD,OA"
CHEMBL49970,fallo_empirico_4_proteinas,36,"A,C,HD,I,N,OA,S"
CHEMBL499743,tipo_invalido:B,48,"A,B,C,HD,N,OA"
CHEMBL499797,"tipo_invalido:CG,G0,G1",104,"C,CG,G0,G1,HD,N,OA"
CHEMBL499818,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL49982,fallo_empirico_4_proteinas,32,"A,C,Cl,N,OA"
CHEMBL499851,"tipo_invalido:CG,G0",41,"C,CG,G0,HD,OA"
CHEMBL499921,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,OA"
CHEMBL499929,"tipo_invalido:CG,G0",92,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL499965,"tipo_invalido:CG,G0",56,"A,C,CG,G0,HD,N,OA"
CHEMBL500026,"tipo_invalido:CG,G0",72,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL500035,"tipo_invalido:CG,G0,G1",58,"A,C,CG,F,G0,G1,N,NA,OA"
CHEMBL500043,"tipo_invalido:CG,G0",89,"A,C,CG,G0,HD,N,OA"
CHEMBL500060,tipo_invalido:B,10,"B,C,N,NA"
CHEMBL500116,"tipo_invalido:CG,G0",97,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL500120,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,OA"
CHEMBL500167,"tipo_invalido:CG,G0",39,"A,C,CG,G0,OA"
CHEMBL500181,"tipo_invalido:CG,G0,G1",61,"A,C,CG,G0,G1,HD,OA"
CHEMBL500185,"tipo_invalido:CG,G0",77,"A,C,CG,G0,HD,NA,OA"
CHEMBL500188,"tipo_invalido:CG,G0",57,"C,CG,F,G0,HD,N,NA,OA"
CHEMBL50020,fallo_empirico_4_proteinas,23,"A,C,Cl,HD,N,NA"
CHEMBL500213,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL500250,"tipo_invalido:CG,G0",59,"A,C,CG,G0,HD,N,OA"
CHEMBL500270,"tipo_invalido:CG,G0",85,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL500314,"tipo_invalido:CG,G0",71,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL500339,tipo_invalido:B,13,"A,B,C,HD,NA,OA"
CHEMBL50037,fallo_empirico_4_proteinas,24,"Br,C,HD,N,OA"
CHEMBL500387,"tipo_invalido:CG,G0",41,"C,CG,G0,HD,NA,OA"
CHEMBL500391,"tipo_invalido:CG,G0",80,"A,C,CG,G0,HD,NA,OA"
CHEMBL50040,fallo_empirico_4_proteinas,25,"A,C,HD,N,NA,OA,S"
CHEMBL500442,"tipo_invalido:CG,G0",102,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL500480,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,OA"
CHEMBL500592,"tipo_invalido:CG,G0,G1",51,"C,CG,G0,G1,HD,NA,OA"
CHEMBL500594,"tipo_invalido:CG,G0",73,"C,CG,G0,HD,OA"
CHEMBL500614,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA"
CHEMBL500639,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,OA"
CHEMBL500646,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL500694,fallo_empirico_4_proteinas,128,"A,C,HD,N,NA,OA"
CHEMBL500698,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL500720,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,OA"
CHEMBL500726,"tipo_invalido:CG,G0",20,"A,C,CG,G0,HD,N,NA"
CHEMBL500735,"tipo_invalido:CG,G0",123,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL500747,"tipo_invalido:CG,G0",52,"C,CG,G0,HD,N,OA"
CHEMBL500803,"tipo_invalido:CG,G0",53,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL500867,"tipo_invalido:CG,G0",66,"C,CG,G0,HD,OA"
CHEMBL500879,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,OA"
CHEMBL500907,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL500949,"tipo_invalido:CG,G0",97,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL501004,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,OA"
CHEMBL501006,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,N,OA"
CHEMBL501027,"tipo_invalido:CG,G0",48,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501078,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,OA"
CHEMBL501080,"tipo_invalido:CG,G0",31,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501105,"tipo_invalido:CG,G0",66,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501106,"tipo_invalido:CG,G0",72,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501119,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,OA"
CHEMBL501121,"tipo_invalido:CG,G0",52,"C,CG,G0,HD,N,NA,OA"
CHEMBL501123,"tipo_invalido:CG,G0",60,"A,C,CG,G0,HD,N,OA"
CHEMBL501124,tipo_invalido:B,7,"B,C,N,NA"
CHEMBL501133,"tipo_invalido:CG,G0",54,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501137,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501140,"tipo_invalido:CG,G0",76,"A,C,CG,G0,HD,NA,OA"
CHEMBL501201,"tipo_invalido:CG,G0",86,"A,C,CG,G0,HD,N,OA"
CHEMBL501230,fallo_empirico_4_proteinas,114,"C,HD,N,NA,OA"
CHEMBL501260,"tipo_invalido:CG,G0",20,"C,CG,G0,OA"
CHEMBL501287,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL501300,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,OA"
CHEMBL501301,"tipo_invalido:CG,G0,G1,G2",159,"A,C,CG,G0,G1,G2,HD,N,NA,OA,SA"
CHEMBL501308,"tipo_invalido:CG,G0",50,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL501331,"tipo_invalido:CG,G0",33,"A,C,CG,G0,N,NA"
CHEMBL501360,"tipo_invalido:CG,G0",62,"A,C,CG,G0,HD,NA,OA"
CHEMBL501362,"tipo_invalido:CG,G0",43,"C,CG,G0,HD,OA"
CHEMBL501376,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,OA"
CHEMBL501408,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,OA"
CHEMBL501411,"tipo_invalido:CG,G0",54,"C,CG,G0,NA,OA"
CHEMBL501428,"tipo_invalido:CG,G0",47,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501443,"tipo_invalido:CG,G0",42,"A,C,CG,G0,OA"
CHEMBL501469,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL501506,tipo_invalido:B,22,"B,C,HD,N,NA,OA"
CHEMBL50159,fallo_empirico_4_proteinas,21,"A,C,Cl,HD,NA,OA"
CHEMBL501592,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501596,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501605,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,NA,OA"
CHEMBL501611,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,NA,OA"
CHEMBL50163,fallo_empirico_4_proteinas,22,"A,C,HD,I,N,OA"
CHEMBL50164,fallo_empirico_4_proteinas,21,"A,C,HD,I,N"
CHEMBL501640,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501643,"tipo_invalido:CG,G0",19,"C,CG,G0,HD,OA"
CHEMBL501652,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501660,"tipo_invalido:CG,G0,G1",87,"A,C,CG,G0,G1,HD,OA"
CHEMBL501663,tipo_invalido:B,40,"A,B,C,HD,N,NA,OA"
CHEMBL501670,"tipo_invalido:CG,G0",58,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL501700,"tipo_invalido:CG,G0",56,"C,CG,G0,NA,OA"
CHEMBL501704,"tipo_invalido:CG,G0,G1",43,"C,CG,G0,G1,HD,OA"
CHEMBL501707,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,OA"
CHEMBL501733,"tipo_invalido:CG,G0",19,"C,CG,Cl,G0,HD,OA"
CHEMBL501734,"tipo_invalido:CG,G0",83,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501756,"tipo_invalido:CG,G0",31,"A,C,CG,G0,N,NA,OA"
CHEMBL501775,"tipo_invalido:CG,G0",87,"C,CG,G0,HD,OA"
CHEMBL501776,"tipo_invalido:CG,G0",92,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL501811,"tipo_invalido:CG,G0",56,"C,CG,G0,HD,N,NA,OA"
CHEMBL501840,"tipo_invalido:CG,G0",79,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL50188,fallo_empirico_4_proteinas,39,"A,C,HD,N,NA,OA"
CHEMBL501887,"tipo_invalido:CG,G0",65,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL501891,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,NA,OA"
CHEMBL501897,"tipo_invalido:CG,G0",54,"C,CG,G0,HD,N,NA,OA,S"
CHEMBL501901,"tipo_invalido:CG,G0",49,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL501921,"tipo_invalido:CG,G0,Si",45,"A,C,CG,G0,OA,Si"
CHEMBL501924,"tipo_invalido:CG,G0",59,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL50193,fallo_empirico_4_proteinas,19,"A,C,Cl,HD,NA,OA"
CHEMBL501939,"tipo_invalido:CG,G0",70,"A,C,CG,F,G0,HD,N,OA,SA"
CHEMBL501978,"tipo_invalido:CG,G0",71,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL501981,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,OA,P"
CHEMBL50200,fallo_empirico_4_proteinas,39,"A,C,HD,I,N,OA,S"
CHEMBL502019,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL502037,"tipo_invalido:CG,G0",53,"C,CG,G0,HD,OA"
CHEMBL502132,"tipo_invalido:CG,G0",49,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL502148,"tipo_invalido:CG,G0",64,"C,CG,G0,HD,NA,OA"
CHEMBL502150,"tipo_invalido:CG,G0,G1",60,"A,C,CG,F,G0,G1,N,NA,OA"
CHEMBL502205,"tipo_invalido:CG,G0",71,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL502207,"tipo_invalido:CG,G0",52,"A,C,CG,G0,OA"
CHEMBL502215,"tipo_invalido:CG,G0,G1",70,"A,C,CG,Cl,G0,G1,HD,N,NA,OA"
CHEMBL502298,"tipo_invalido:CG,G0",50,"C,CG,G0,HD,N,NA,OA"
CHEMBL502300,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL502338,"tipo_invalido:CG,G0",49,"C,CG,G0,HD,OA"
CHEMBL502347,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA"
CHEMBL502353,"tipo_invalido:CG,G0,G1",56,"A,C,CG,G0,G1,HD,N,OA,SA"
CHEMBL502394,"tipo_invalido:CG,G0",92,"C,CG,G0,HD,OA"
CHEMBL502401,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,OA"
CHEMBL502419,"tipo_invalido:CG,G0",45,"C,CG,G0,HD,OA"
CHEMBL502425,"tipo_invalido:CG,G0",69,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL502449,"tipo_invalido:CG,G0",45,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL502455,"tipo_invalido:CG,G0",47,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL502459,"tipo_invalido:CG,G0,G1",51,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL502491,"tipo_invalido:CG,G0",49,"C,CG,G0,HD,OA"
CHEMBL502493,"tipo_invalido:CG,G0,G1",44,"C,CG,G0,G1,HD,OA"
CHEMBL502495,"tipo_invalido:CG,G0",51,"C,CG,G0,HD,OA"
CHEMBL502511,"tipo_invalido:CG,G0",93,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL502574,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,OA"
CHEMBL502578,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL502592,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA"
CHEMBL502598,tipo_invalido:B,44,"A,B,C,HD,N,OA"
CHEMBL502615,"tipo_invalido:CG,G0",122,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL502625,"tipo_invalido:CG,G0",46,"C,CG,G0,OA"
CHEMBL502645,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL502650,tipo_invalido:B,17,"B,C,N,NA"
CHEMBL502659,"tipo_invalido:CG,G0",59,"A,C,CG,G0,HD,N,OA"
CHEMBL502675,"tipo_invalido:CG,G0",54,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL502779,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,NA,OA"
CHEMBL502787,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,OA"
CHEMBL50279,tipo_invalido:Na,33,"A,C,F,N,NA,Na,OA"
CHEMBL502799,"tipo_invalido:CG,G0",43,"C,CG,G0,HD,NA,OA"
CHEMBL502848,"tipo_invalido:CG,G0",65,"A,C,CG,G0,HD,N,OA,P"
CHEMBL502902,"tipo_invalido:CG,G0",39,"C,CG,G0,HD,OA"
CHEMBL502903,"tipo_invalido:CG,G0",53,"C,CG,G0,HD,N,OA"
CHEMBL502938,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,OA"
CHEMBL502942,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,OA"
CHEMBL502969,"tipo_invalido:CG,G0,G1",62,"A,C,CG,Cl,G0,G1,HD,N,OA"
CHEMBL502976,"tipo_invalido:CG,G0",21,"C,CG,Cl,G0,HD,N,OA"
CHEMBL502989,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,NA,OA"
CHEMBL503002,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,NA,OA"
CHEMBL503036,"tipo_invalido:CG,G0",93,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL503039,"tipo_invalido:CG,G0",21,"A,C,CG,G0,HD,N,OA"
CHEMBL503063,tipo_invalido:Si,39,"A,C,OA,SA,Si"
CHEMBL503092,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,OA"
CHEMBL503094,"tipo_invalido:CG,G0",17,"C,CG,G0,HD,OA"
CHEMBL503111,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL503113,"tipo_invalido:CG,G0",71,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503127,"tipo_invalido:CG,G0",78,"A,C,CG,G0,HD,N,OA"
CHEMBL503146,"tipo_invalido:CG,G0",68,"A,C,CG,F,G0,HD,N,OA"
CHEMBL503154,"tipo_invalido:CG,G0,G1",111,"A,C,CG,G0,G1,HD,OA"
CHEMBL503171,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,NA,OA"
CHEMBL503178,"tipo_invalido:CG,G0",67,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL503192,"tipo_invalido:CG,G0",60,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL503208,"tipo_invalido:CG,G0",23,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL503226,"tipo_invalido:CG,G0",50,"C,CG,G0,HD,OA"
CHEMBL503230,"tipo_invalido:CG,G0",44,"C,CG,G0,HD,OA"
CHEMBL503241,"tipo_invalido:CG,G0",45,"A,C,CG,G0,NA,OA"
CHEMBL503244,"tipo_invalido:CG,G0",94,"A,C,CG,G0,HD,N,OA"
CHEMBL503257,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL503279,"tipo_invalido:CG,G0",18,"C,CG,G0,OA"
CHEMBL503282,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503295,"tipo_invalido:CG,G0,G1",49,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL503300,"tipo_invalido:CG,G0",60,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL503307,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,OA"
CHEMBL503318,"tipo_invalido:CG,G0,G1",58,"C,CG,G0,G1,HD,OA"
CHEMBL503332,"tipo_invalido:CG,G0",11,"C,CG,G0,HD,OA"
CHEMBL503341,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503358,tipo_invalido:B,50,"A,B,C,HD,N,OA"
CHEMBL503365,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,OA,P"
CHEMBL503369,"tipo_invalido:CG,G0",14,"C,CG,G0,HD,N,OA"
CHEMBL503386,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,OA"
CHEMBL503387,"tipo_invalido:CG,G0",80,"C,CG,G0,HD,OA"
CHEMBL503401,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL503472,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503475,"tipo_invalido:CG,G0",133,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL503476,"tipo_invalido:CG,G0",33,"C,CG,G0,HD,OA"
CHEMBL503534,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,OA"
CHEMBL503540,"tipo_invalido:CG,G0",67,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL503555,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,N,NA,OA,SA"
CHEMBL503577,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,NA,OA"
CHEMBL503580,"tipo_invalido:CG,G0",24,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL503581,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503594,"tipo_invalido:CG,G0",95,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503601,"tipo_invalido:CG,G0",67,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL503613,"tipo_invalido:CG,G0",17,"A,C,CG,Cl,G0,OA"
CHEMBL503627,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,OA"
CHEMBL503640,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,NA,OA"
CHEMBL503671,"tipo_invalido:CG,G0",68,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503673,fallo_empirico_4_proteinas,127,"A,C,HD,N,NA,OA,SA"
CHEMBL503688,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL503716,"tipo_invalido:CG,G0",49,"C,CG,F,G0,HD,N,OA"
CHEMBL503718,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA"
CHEMBL503720,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,N,OA"
CHEMBL503727,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL503732,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,NA,S"
CHEMBL503758,"tipo_invalido:CG,G0",26,"C,CG,G0,HD,OA"
CHEMBL503765,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,OA,P"
CHEMBL503813,tipo_invalido:B,41,"A,B,C,HD,N,OA"
CHEMBL503820,"tipo_invalido:CG,G0",70,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL503851,"tipo_invalido:CG,G0",18,"C,CG,G0,OA"
CHEMBL503853,"tipo_invalido:CG,G0",47,"A,C,CG,G0,N,NA,OA"
CHEMBL503854,"tipo_invalido:CG,G0,G1",103,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL503859,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,OA"
CHEMBL503868,"tipo_invalido:CG,G0,G1",85,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL503927,"tipo_invalido:CG,G0,Si",74,"A,C,CG,G0,HD,N,OA,Si"
CHEMBL503941,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL503969,"tipo_invalido:CG,G0",55,"C,CG,F,G0,HD,N,NA,OA"
CHEMBL503976,"tipo_invalido:CG,G0",74,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504022,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL504043,"tipo_invalido:CG,G0",25,"C,CG,G0,OA"
CHEMBL504100,"tipo_invalido:CG,G0",20,"C,CG,G0,HD,OA"
CHEMBL50413,fallo_empirico_4_proteinas,37,"A,C,HD,I,N,OA,S"
CHEMBL504131,"tipo_invalido:CG,G0",56,"A,C,CG,G0,OA"
CHEMBL504167,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,OA"
CHEMBL504170,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,OA"
CHEMBL504183,"tipo_invalido:CG,G0",47,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL504195,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504198,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,NA,OA"
CHEMBL504208,"tipo_invalido:CG,G0",78,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504215,"tipo_invalido:CG,G0",68,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL504220,"tipo_invalido:CG,G0",57,"A,C,CG,G0,HD,N,OA"
CHEMBL504227,"tipo_invalido:CG,G0",57,"A,C,CG,G0,HD,OA"
CHEMBL504230,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL504274,"tipo_invalido:CG,G0",14,"C,CG,G0,OA"
CHEMBL504284,"tipo_invalido:CG,G0",44,"C,CG,G0,HD,OA"
CHEMBL504290,"tipo_invalido:CG,G0",67,"A,C,CG,F,G0,HD,N,OA"
CHEMBL504312,"tipo_invalido:CG,G0",60,"A,C,CG,G0,HD,NA,OA"
CHEMBL504328,"tipo_invalido:CG,G0",104,"A,C,CG,G0,HD,N,OA"
CHEMBL504340,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,OA"
CHEMBL504341,"tipo_invalido:CG,G0",73,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL504361,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,NA,OA"
CHEMBL504385,"tipo_invalido:CG,G0",65,"C,CG,G0,HD,OA"
CHEMBL504387,"tipo_invalido:CG,G0",51,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL504404,"tipo_invalido:CG,G0,G1",42,"C,CG,G0,G1,HD,OA"
