target,ligand,vina_affinity,mmgbsa_dG,atomos_pesados,eficiencia_ligando,residual,puesto_dG_bruto,puesto_residual,puesto_eficiencia,sube_puestos
FUS,CHEMBL4583574,-6.5,-57.19,31,-1.8448,-5.56,162,157,141,5
FUS,CHEMBL4583616,-6.5,-51.21,35,-1.4631,1.78,248,259,305,-11
FUS,CHEMBL4583617,-6.5,-74.46,37,-2.0124,-20.79,33,39,97,-6
FUS,CHEMBL4584771,-6.5,-44.30,32,-1.3844,7.67,344,345,340,-1
FUS,CHEMBL4585010,-6.5,-42.99,32,-1.3434,8.98,354,359,360,-5
FUS,CHEMBL4634693,-6.5,-28.72,24,-1.1967,20.52,484,470,423,14
FUS,CHEMBL4634782,-6.5,-24.97,35,-0.7134,28.02,490,491,492,-1
FUS,CHEMBL4635384,-6.5,-38.54,34,-1.1335,14.11,418,427,440,-9
FUS,CHEMBL4635410,-6.5,-48.11,30,-1.6037,3.18,296,278,234,18
FUS,CHEMBL4635896,-6.5,-68.38,34,-2.0112,-15.73,67,76,98,-9
FUS,CHEMBL4636314,-6.5,-69.43,36,-1.9286,-16.10,60,71,120,-11
FUS,CHEMBL4636909,-6.5,-42.57,33,-1.2900,9.74,361,377,385,-16
FUS,CHEMBL4636992,-6.5,-47.81,31,-1.5423,3.82,299,294,260,5
FUS,CHEMBL4637048,-6.5,-42.56,36,-1.1822,10.77,362,390,428,-28
FUS,CHEMBL4637095,-6.5,-50.19,34,-1.4762,2.46,261,266,293,-5
FUS,CHEMBL4637418,-6.5,-33.66,33,-1.0200,18.65,454,458,465,-4
FUS,CHEMBL4637495,-6.5,-72.94,33,-2.2103,-20.63,38,41,64,-3
FUS,CHEMBL4637570,-6.5,-41.02,30,-1.3673,10.27,393,382,346,11
FUS,CHEMBL4637683,-6.5,-39.20,36,-1.0889,14.13,409,428,452,-19
FUS,CHEMBL4638498,-6.5,-38.38,29,-1.3234,12.57,419,408,372,11
FUS,CHEMBL4638521,-6.5,-64.21,36,-1.7836,-10.88,95,106,158,-11
FUS,CHEMBL4639227,-6.5,-45.56,31,-1.4697,6.07,325,323,295,2
FUS,CHEMBL4639260,-6.5,-35.70,27,-1.3222,14.57,438,431,375,7
FUS,CHEMBL4639597,-6.5,-76.84,36,-2.1344,-23.51,23,27,73,-4
FUS,CHEMBL495941,-6.5,-28.39,37,-0.7673,25.28,485,488,490,-3
FUS,CHEMBL496484,-6.5,-73.41,29,-2.5314,-22.46,36,33,25,3
FUS,CHEMBL497690,-6.5,-67.86,29,-2.3400,-16.91,74,67,39,7
FUS,CHEMBL497839,-6.5,-36.43,31,-1.1752,15.20,434,436,430,-2
FUS,CHEMBL501998,-6.5,-13.86,29,-0.4779,37.09,493,493,493,0
FUS,BETAMETHASONE ACETATE,-6.4,-47.52,33,-1.4400,4.79,307,303,319,4
FUS,CHEMBL10211,-6.4,-33.72,31,-1.0877,17.91,453,452,453,1
FUS,CHEMBL10295,-6.4,-53.30,31,-1.7194,-1.67,216,208,177,8
FUS,CHEMBL11533,-6.4,-52.84,36,-1.4678,0.49,222,237,298,-15
FUS,CHEMBL11899,-6.4,-47.05,36,-1.3069,6.28,310,326,379,-16
FUS,CHEMBL1204622,-6.4,-32.48,27,-1.2030,17.79,464,451,419,13
FUS,CHEMBL1205646,-6.4,-51.34,35,-1.4669,1.65,245,254,299,-9
FUS,CHEMBL1205903,-6.4,-41.64,30,-1.3880,9.65,381,375,338,6
FUS,CHEMBL1206988,-6.4,-57.73,34,-1.6979,-5.08,158,164,191,-6
FUS,CHEMBL1207130,-6.4,-60.95,31,-1.9661,-9.32,128,123,106,5
FUS,CHEMBL1207133,-6.4,-65.79,31,-2.1223,-14.16,87,84,74,3
FUS,CHEMBL1209968,-6.4,-55.07,36,-1.5297,-1.74,192,206,267,-14
FUS,CHEMBL1210643,-6.4,-47.25,33,-1.4318,5.06,309,308,324,1
FUS,CHEMBL1210815,-6.4,-63.52,36,-1.7644,-10.19,103,111,164,-8
FUS,CHEMBL1210835,-6.4,-48.96,35,-1.3989,4.03,282,299,336,-17
FUS,CHEMBL1242357,-6.4,-51.67,33,-1.5658,0.64,237,240,248,-3
FUS,CHEMBL1242896,-6.4,-68.54,27,-2.5385,-18.27,64,58,23,6
FUS,CHEMBL1242904,-6.4,-57.17,32,-1.7866,-5.20,164,160,157,4
FUS,CHEMBL12638,-6.4,-61.93,26,-2.3819,-12.00,120,95,37,25
FUS,CHEMBL12910,-6.4,-68.04,35,-1.9440,-15.05,73,81,113,-8
FUS,CHEMBL13184,-6.4,-72.53,32,-2.2666,-20.56,40,43,54,-3
FUS,CHEMBL13495,-6.4,-54.44,27,-2.0163,-4.17,196,178,96,18
FUS,CHEMBL1357321,-6.4,-48.92,32,-1.5288,3.05,283,275,268,8
FUS,CHEMBL14272,-6.4,-45.66,29,-1.5745,5.29,320,312,243,8
FUS,CHEMBL1485553,-6.4,-38.67,29,-1.3334,12.28,414,405,365,9
FUS,CHEMBL14921,-6.4,-49.32,32,-1.5413,2.65,273,269,261,4
FUS,CHEMBL1608464,-6.4,-29.43,33,-0.8918,22.88,481,482,478,-1
FUS,CHEMBL16243,-6.4,-70.41,28,-2.5146,-19.80,55,47,26,8
FUS,CHEMBL16750,-6.4,-45.63,23,-1.9839,3.27,321,283,104,38
FUS,CHEMBL16948,-6.4,-38.36,32,-1.1987,13.61,421,415,421,6
FUS,CHEMBL17391,-6.4,-47.67,30,-1.5890,3.62,301,290,236,11
FUS,CHEMBL1795645,-6.4,-54.22,35,-1.5491,-1.23,201,216,257,-15
FUS,CHEMBL1795920,-6.4,-48.15,31,-1.5532,3.48,294,286,255,8
FUS,CHEMBL1808974,-6.4,-31.02,28,-1.1079,19.59,473,462,445,11
FUS,CHEMBL1808999,-6.4,-68.20,33,-2.0667,-15.89,71,73,84,-2
FUS,CHEMBL1809058,-6.4,-60.22,36,-1.6728,-6.89,136,145,203,-9
FUS,CHEMBL18189,-6.4,-36.17,31,-1.1668,15.46,435,439,432,-4
FUS,CHEMBL1858263,-6.4,-70.69,31,-2.2803,-19.06,52,51,51,1
FUS,CHEMBL1858825,-6.4,-73.76,32,-2.3050,-21.79,35,35,46,0
FUS,CHEMBL1859156,-6.4,-55.39,33,-1.6785,-3.08,186,189,198,-3
FUS,CHEMBL1863708,-6.4,-58.45,33,-1.7712,-6.14,149,151,160,-2
FUS,CHEMBL1863935,-6.4,-41.63,26,-1.6012,8.30,383,351,235,32
FUS,CHEMBL1864417,-6.4,-41.87,34,-1.2315,10.78,380,391,409,-11
FUS,CHEMBL1864439,-6.4,-39.95,29,-1.3776,11.00,403,392,342,11
FUS,CHEMBL1864561,-6.4,-46.99,32,-1.4684,4.98,311,307,297,4
FUS,CHEMBL1865240,-6.4,-63.22,31,-2.0394,-11.59,108,100,92,8
FUS,CHEMBL18657,-6.4,-49.87,30,-1.6623,1.42,264,251,209,13
FUS,CHEMBL19051,-6.4,-48.97,34,-1.4403,3.68,281,291,318,-10
FUS,CHEMBL19801,-6.4,-63.63,36,-1.7675,-10.30,101,110,162,-9
FUS,CHEMBL20160,-6.4,-48.84,26,-1.8785,1.09,284,245,131,39
FUS,CHEMBL20304,-6.4,-47.94,31,-1.5465,3.69,298,292,258,6
FUS,CHEMBL20466,-6.4,-32.26,32,-1.0081,19.71,466,464,466,2
FUS,CHEMBL20714,-6.4,-51.31,35,-1.4660,1.68,246,256,300,-10
FUS,CHEMBL21042,-6.4,-57.04,33,-1.7285,-4.73,165,168,170,-3
FUS,CHEMBL21250,-6.4,-85.71,33,-2.5973,-33.40,11,10,15,1
FUS,CHEMBL21346,-6.4,-48.46,33,-1.4685,3.85,290,296,296,-6
FUS,CHEMBL2135293,-6.4,-41.53,32,-1.2978,10.44,385,387,382,-2
FUS,CHEMBL2165614,-6.4,-41.62,28,-1.4864,8.99,384,360,290,24
FUS,CHEMBL22971,-6.4,-42.30,26,-1.6269,7.63,371,343,225,28
FUS,CHEMBL25084,-6.4,-70.34,29,-2.4255,-19.39,56,50,34,6
FUS,CHEMBL25345,-6.4,-57.59,35,-1.6454,-4.60,159,170,214,-11
FUS,CHEMBL27091,-6.4,-40.65,27,-1.5056,9.62,398,372,280,26
FUS,CHEMBL27388,-6.4,-42.21,31,-1.3616,9.42,373,366,352,7
FUS,CHEMBL30370,-6.4,-52.72,30,-1.7573,-1.43,224,213,166,11
FUS,CHEMBL3309381,-6.4,-62.70,36,-1.7417,-9.37,111,120,168,-9
FUS,CHEMBL3309652,-6.4,-48.15,32,-1.5047,3.82,295,295,281,0
FUS,CHEMBL4116087,-6.4,-78.70,31,-2.5387,-27.07,20,18,22,2
FUS,CHEMBL4434647,-6.4,-68.34,29,-2.3566,-17.39,68,63,38,5
FUS,CHEMBL4435018,-6.4,-35.17,32,-1.0991,16.80,443,445,447,-2
FUS,CHEMBL4435164,-6.4,-51.58,35,-1.4737,1.41,240,250,294,-10
FUS,CHEMBL4435572,-6.4,-63.61,29,-2.1934,-12.66,102,93,66,9
FUS,CHEMBL4435750,-6.4,-58.75,30,-1.9583,-7.46,146,138,109,8
FUS,CHEMBL4435968,-6.4,-61.64,32,-1.9263,-9.67,121,116,121,5
FUS,CHEMBL4436028,-6.4,-30.37,35,-0.8677,22.62,475,481,484,-6
FUS,CHEMBL4436041,-6.4,-42.40,33,-1.2848,9.91,366,379,388,-13
FUS,CHEMBL4436151,-6.4,-53.42,35,-1.5263,-0.43,212,226,270,-14
FUS,CHEMBL4436202,-6.4,-74.98,33,-2.2721,-22.67,29,31,53,-2
FUS,CHEMBL4436273,-6.4,-46.82,32,-1.4631,5.15,312,311,306,1
FUS,CHEMBL4529447,-6.4,-63.05,30,-2.1017,-11.76,109,98,75,11
FUS,CHEMBL4529855,-6.4,-33.84,28,-1.2086,16.77,451,444,417,7
FUS,CHEMBL4530081,-6.4,-50.42,37,-1.3627,3.25,258,281,350,-23
FUS,CHEMBL4530672,-6.4,-39.56,28,-1.4129,11.05,406,394,330,12
FUS,CHEMBL4530812,-6.4,-56.42,35,-1.6120,-3.43,175,183,230,-8
FUS,CHEMBL4531294,-6.4,-50.83,35,-1.4523,2.16,252,262,313,-10
FUS,CHEMBL4531539,-6.4,-73.28,34,-2.1553,-20.63,37,42,70,-5
FUS,CHEMBL4533364,-6.4,-48.98,30,-1.6327,2.31,280,265,222,15
FUS,CHEMBL4533473,-6.4,-48.41,36,-1.3447,4.92,291,305,357,-14
FUS,CHEMBL4533958,-6.4,-22.72,28,-0.8114,27.89,492,490,489,2
FUS,CHEMBL4534280,-6.4,-52.46,26,-2.0177,-2.53,225,195,95,30
FUS,CHEMBL4534610,-6.4,-61.04,33,-1.8497,-8.73,127,128,137,-1
FUS,CHEMBL4534639,-6.4,-53.78,30,-1.7927,-2.49,207,196,156,11
FUS,CHEMBL4534728,-6.4,-33.62,36,-0.9339,19.71,455,465,475,-10
FUS,CHEMBL4548513,-6.4,-81.58,30,-2.7193,-30.29,15,15,11,0
FUS,CHEMBL4553575,-6.4,-41.31,33,-1.2518,11.00,389,393,400,-4
FUS,CHEMBL4553614,-6.4,-49.21,34,-1.4474,3.44,275,285,317,-10
FUS,CHEMBL4559933,-6.4,-50.83,30,-1.6943,0.46,253,236,192,17
FUS,CHEMBL4564493,-6.4,-37.95,27,-1.4056,12.32,424,407,334,17
FUS,CHEMBL4564502,-6.4,-47.54,34,-1.3982,5.11,306,310,337,-4
FUS,CHEMBL4564812,-6.4,-51.73,30,-1.7243,-0.44,236,225,174,11
FUS,CHEMBL4565038,-6.4,-57.18,29,-1.9717,-6.23,163,148,105,15
FUS,CHEMBL4565154,-6.4,-54.20,30,-1.8067,-2.91,202,190,154,12
FUS,CHEMBL4566183,-6.4,-51.94,31,-1.6755,-0.31,233,229,202,4
FUS,CHEMBL4566570,-6.4,-38.70,31,-1.2484,12.93,413,411,402,2
FUS,CHEMBL4566603,-6.4,-32.61,33,-0.9882,19.70,460,463,468,-3
FUS,CHEMBL4567666,-6.4,-47.58,28,-1.6993,3.03,304,274,188,30
FUS,CHEMBL4567981,-6.4,-41.22,33,-1.2491,11.09,391,395,401,-4
FUS,CHEMBL4568719,-6.4,-48.72,34,-1.4329,3.93,288,298,322,-10
FUS,CHEMBL4569164,-6.4,-33.87,31,-1.0926,17.76,450,450,449,0
FUS,CHEMBL4569431,-6.4,-50.79,28,-1.8139,-0.18,255,231,149,24
SOD1,CHEMBL4584906,-7.7,-66.74,37,-1.8038,9.50,410,734,691,-324
SOD1,CHEMBL4637347,-7.6,-70.48,35,-2.0137,1.54,340,548,533,-208
SOD1,CHEMBL27556,-7.4,-60.93,27,-2.2567,-5.79,528,365,354,163
SOD1,CHEMBL4530189,-7.3,-78.38,36,-2.1772,-4.25,229,391,400,-162
SOD1,CHEMBL4534728,-7.3,-50.33,36,-1.3981,23.80,761,997,938,-236
SOD1,CHEMBL523154,-7.3,-44.38,28,-1.5850,12.87,896,826,841,70
SOD1,CHEMBL4531853,-7.2,-80.10,36,-2.2250,-5.97,211,361,373,-150
SOD1,CHEMBL4531945,-7.2,-52.29,31,-1.6868,11.29,722,779,773,-57
SOD1,CHEMBL4568323,-7.2,-56.31,34,-1.6562,13.60,635,843,795,-208
SOD1,CHEMBL4636104,-7.2,-96.06,29,-3.3124,-36.70,75,52,39,23
SOD1,CHEMBL526671,-7.2,-61.70,28,-2.2036,-4.45,505,386,385,119
SOD1,CHEMBL26518,-7.1,-57.76,27,-2.1393,-2.62,606,430,428,176
SOD1,CHEMBL4436123,-7.1,-95.52,37,-2.5816,-19.28,78,160,191,-82
SOD1,CHEMBL4533386,-7.1,-71.90,32,-2.2469,-6.21,317,357,359,-40
SOD1,CHEMBL4568196,-7.1,-82.30,36,-2.2861,-8.17,183,318,340,-135
SOD1,CHEMBL4571895,-7.1,-89.36,34,-2.6282,-19.45,126,156,169,-30
SOD1,CHEMBL4571979,-7.1,-72.75,33,-2.2045,-4.95,303,377,384,-74
SOD1,CHEMBL4572132,-7.1,-79.27,38,-2.0861,-0.92,220,472,465,-252
SOD1,CHEMBL499624,-7.1,-80.82,39,-2.0723,-0.36,198,491,483,-293
SOD1,CHEMBL19433,-7.0,-63.00,35,-1.8000,9.02,485,721,693,-236
SOD1,CHEMBL20420,-7.0,-60.28,34,-1.7729,9.63,544,736,716,-192
SOD1,CHEMBL21140,-7.0,-67.28,34,-1.9788,2.63,403,571,559,-168
SOD1,CHEMBL4434725,-7.0,-94.43,33,-2.8615,-26.63,91,101,121,-10
SOD1,CHEMBL4564908,-7.0,-108.41,33,-3.2852,-40.61,27,34,42,-7
SOD1,CHEMBL4585076,-7.0,-71.89,34,-2.1144,-1.98,318,445,446,-127
SOD1,CHEMBL4637570,-7.0,-65.47,30,-2.1823,-4.00,434,396,396,38
SOD1,CHEMBL514503,-7.0,-84.07,39,-2.1556,-3.61,169,408,417,-239
SOD1,CHEMBL566402,-7.0,-62.00,29,-2.1379,-2.64,503,429,429,74
SOD1,CAPMATINIB,-6.9,-66.10,32,-2.0656,-0.41,423,490,490,-67
SOD1,CHEMBL1210539,-6.9,-62.38,30,-2.0793,-0.91,495,474,473,21
SOD1,CHEMBL1242810,-6.9,-82.21,37,-2.2219,-5.97,184,362,375,-178
SOD1,CHEMBL1608464,-6.9,-110.49,33,-3.3482,-42.69,21,26,34,-5
SOD1,CHEMBL16198,-6.9,-62.02,36,-1.7228,12.11,502,807,744,-305
SOD1,CHEMBL1796459,-6.9,-52.73,24,-2.1971,-3.93,711,402,387,309
SOD1,CHEMBL20304,-6.9,-59.60,31,-1.9226,3.98,557,600,595,-43
SOD1,CHEMBL23584,-6.9,-49.99,29,-1.7238,9.37,771,728,743,43
SOD1,CHEMBL23867,-6.9,-38.61,30,-1.2870,22.86,977,984,990,-7
SOD1,CHEMBL3309993,-6.9,-49.94,28,-1.7836,7.31,772,693,708,79
SOD1,CHEMBL4435086,-6.9,-77.32,37,-2.0897,-1.08,247,464,460,-217
SOD1,CHEMBL4435471,-6.9,-94.64,31,-3.0529,-31.06,85,78,82,7
SOD1,CHEMBL4531799,-6.9,-47.48,31,-1.5316,16.10,817,891,877,-74
SOD1,CHEMBL4534187,-6.9,-41.47,25,-1.6588,9.44,936,732,794,204
SOD1,CHEMBL4566329,-6.9,-80.80,32,-2.5250,-15.11,200,214,217,-14
SOD1,CHEMBL4568330,-6.9,-93.56,36,-2.5989,-19.43,93,158,186,-65
SOD1,CHEMBL4570672,-6.9,-32.49,34,-0.9556,37.42,1038,1067,1063,-29
SOD1,CHEMBL4575882,-6.9,-97.55,29,-3.3638,-38.19,67,42,32,25
SOD1,CHEMBL4580979,-6.9,-63.56,26,-2.4446,-10.54,470,273,255,197
SOD1,CHEMBL4581818,-6.9,-61.24,27,-2.2681,-6.10,519,359,350,160
SOD1,CHEMBL498101,-6.9,-48.70,33,-1.4758,19.10,800,938,908,-138
SOD1,CHEMBL501743,-6.9,-105.69,35,-3.0197,-33.67,32,68,87,-36
SOD1,CHEMBL503090,-6.9,-104.79,34,-3.0821,-34.88,36,60,76,-24
SOD1,CHEMBL510316,-6.9,-92.27,35,-2.6363,-20.25,103,148,164,-45
SOD1,CHEMBL513061,-6.9,-70.00,37,-1.8919,6.24,349,656,618,-307
SOD1,CHEMBL514794,-6.9,-74.44,32,-2.3262,-8.75,286,302,311,-16
SOD1,CHEMBL514934,-6.9,-53.51,31,-1.7261,10.07,694,749,740,-55
SOD1,CHEMBL518824,-6.9,-81.69,29,-2.8169,-22.33,191,127,126,64
SOD1,CHEMBL519939,-6.9,-115.00,29,-3.9655,-55.64,12,4,2,8
SOD1,CHEMBL523712,-6.9,-70.91,35,-2.0260,1.11,332,535,523,-203
SOD1,CHEMBL556916,-6.9,-77.77,38,-2.0466,0.58,237,519,505,-282
SOD1,CHEMBL557330,-6.9,-94.59,34,-2.7821,-24.68,87,115,134,-28
SOD1,CHEMBL565933,-6.9,-77.74,34,-2.2865,-7.83,238,327,337,-89
SOD1,CHEMBL566192,-6.9,-58.16,28,-2.0771,-0.91,598,473,478,125
SOD1,VIBEGRON,-6.9,-63.46,36,-1.7628,10.67,475,763,724,-288
SOD1,CHEMBL14272,-6.8,-62.84,29,-2.1669,-3.48,489,412,410,77
SOD1,CHEMBL14906,-6.8,-63.31,29,-2.1831,-3.95,478,399,395,79
SOD1,CHEMBL14921,-6.8,-70.06,32,-2.1894,-4.37,348,389,391,-41
SOD1,CHEMBL1796460,-6.8,-73.29,23,-3.1865,-26.60,294,102,57,192
SOD1,CHEMBL1864417,-6.8,-77.29,34,-2.2732,-7.38,248,334,346,-86
SOD1,CHEMBL1864639,-6.8,-42.37,31,-1.3668,21.21,926,967,953,-41
SOD1,CHEMBL1865305,-6.8,-71.31,32,-2.2284,-5.62,325,366,371,-41
SOD1,CHEMBL1865710,-6.8,-70.96,27,-2.6281,-15.82,330,203,170,127
SOD1,CHEMBL20396,-6.8,-48.43,34,-1.4244,21.48,804,969,927,-165
SOD1,CHEMBL20834,-6.8,-45.69,28,-1.6318,11.56,868,789,819,79
SOD1,CHEMBL22924,-6.8,-39.60,29,-1.3655,19.76,962,944,955,18
SOD1,CHEMBL23211,-6.8,-39.78,29,-1.3717,19.58,956,941,950,15
SOD1,CHEMBL23374,-6.8,-49.50,29,-1.7069,9.86,784,742,757,42
SOD1,CHEMBL28280,-6.8,-63.53,27,-2.3530,-8.39,471,310,296,161
SOD1,CHEMBL29213,-6.8,-35.92,24,-1.4967,12.88,1005,828,895,177
SOD1,CHEMBL3309986,-6.8,-51.86,27,-1.9207,3.28,731,584,596,147
SOD1,CHEMBL4436134,-6.8,-56.89,30,-1.8963,4.58,624,618,615,6
SOD1,CHEMBL4527972,-6.8,-58.14,32,-1.8169,7.55,599,700,681,-101
SOD1,CHEMBL4531190,-6.8,-54.05,35,-1.5443,17.97,684,915,866,-231
SOD1,CHEMBL4531294,-6.8,-46.50,35,-1.3286,25.52,843,1012,973,-169
SOD1,CHEMBL4543405,-6.8,-103.79,31,-3.3481,-40.21,38,35,35,3
SOD1,CHEMBL4543416,-6.8,-61.13,32,-1.9103,4.56,522,617,602,-95
SOD1,CHEMBL4570458,-6.8,-58.07,33,-1.7597,9.73,602,739,726,-137
SOD1,CHEMBL4571676,-6.8,-43.13,27,-1.5974,12.01,920,802,839,118
SOD1,CHEMBL4571884,-6.8,-78.21,36,-2.1725,-4.08,232,395,404,-163
SOD1,CHEMBL4572894,-6.8,-49.58,29,-1.7097,9.78,780,740,753,40
SOD1,CHEMBL4574201,-6.8,-77.58,35,-2.2166,-5.56,241,369,379,-128
SOD1,CHEMBL4575547,-6.8,-58.09,29,-2.0031,1.27,600,538,543,62
SOD1,CHEMBL4581724,-6.8,-36.67,29,-1.2645,22.69,998,981,1000,17
SOD1,CHEMBL4636707,-6.8,-106.86,35,-3.0531,-34.84,31,61,81,-30
SOD1,CHEMBL4638944,-6.8,-52.38,31,-1.6897,11.20,720,776,772,-56
SOD1,CHEMBL501732,-6.8,-85.87,31,-2.7700,-22.29,152,128,138,24
SOD1,CHEMBL513151,-6.8,-45.55,35,-1.3014,26.47,872,1025,984,-153
SOD1,CHEMBL514678,-6.8,-88.02,35,-2.5149,-16.00,134,197,222,-63
SOD1,CHEMBL516802,-6.8,-77.00,34,-2.2647,-7.09,252,343,352,-91
SOD1,CHEMBL517068,-6.8,-94.89,28,-3.3889,-37.64,84,46,30,38
SOD1,CHEMBL524898,-6.8,-70.08,34,-2.0612,-0.17,347,496,494,-149
SOD1,CHEMBL526656,-6.8,-61.58,33,-1.8661,6.22,509,654,638,-145
SOD1,CHEMBL527590,-6.8,-83.70,34,-2.4618,-13.79,175,233,251,-58
SOD1,CHEMBL561610,-6.8,-121.28,35,-3.4651,-49.26,6,12,28,-6
SOD1,CHEMBL561738,-6.8,-90.58,34,-2.6641,-20.67,115,143,154,-28
SOD1,CHEMBL564972,-6.8,-67.71,35,-1.9346,4.31,394,612,587,-218
SOD1,TROGLITAZONE,-6.8,-45.95,33,-1.3924,21.85,854,974,941,-120
SOD1,CHEMBL11118,-6.7,-46.72,21,-2.2248,-4.25,838,392,374,446
SOD1,CHEMBL11899,-6.7,-91.11,36,-2.5308,-16.98,109,183,211,-74
SOD1,CHEMBL21250,-7.3,-88.90,33,-2.6939,-21.10,128,139,147,-11
SOD1,CHEMBL4435180,-7.3,-46.35,34,-1.3632,23.56,844,992,956,-148
SOD1,CHEMBL1210641,-7.1,-61.27,33,-1.8567,6.53,518,667,644,-149
SOD1,CHEMBL562394,-7.1,-85.36,36,-2.3711,-11.23,157,262,284,-105
SOD1,CHEMBL4575412,-7.0,-42.72,34,-1.2565,27.19,924,1031,1004,-107
SOD1,CHEMBL20714,-6.9,-60.68,35,-1.7337,11.34,532,781,737,-249
SOD1,CHEMBL526097,-6.9,-75.71,32,-2.3659,-10.02,273,284,286,-11
SOD1,CHEMBL563162,-6.9,-72.86,30,-2.4287,-11.39,299,259,262,40
SOD1,CHEMBL4564327,-6.8,-70.96,34,-2.0871,-1.05,331,465,464,-134
SOD1,CHEMBL498704,-6.8,-55.44,34,-1.6306,14.47,656,864,821,-208
SOD1,CHEMBL518019,-6.8,-32.99,29,-1.1376,26.37,1034,1021,1039,13
SOD1,CHEMBL1207367,-6.7,-55.91,25,-2.2364,-5.00,643,376,365,267
SOD1,CHEMBL1210518,-6.7,-112.78,36,-3.1328,-38.65,14,41,67,-27
SOD1,CHEMBL1210815,-6.7,-94.64,36,-2.6289,-20.51,86,144,168,-58
SOD1,CHEMBL18339,-6.7,-93.31,32,-2.9159,-27.62,97,96,108,1
SOD1,CHEMBL1858357,-6.7,-26.20,27,-0.9704,28.94,1064,1042,1060,22
SOD1,CHEMBL1858521,-6.7,-36.12,27,-1.3378,19.02,1004,936,969,68
SOD1,CHEMBL1859541,-6.7,-50.39,30,-1.6797,11.08,759,773,780,-14
SOD1,CHEMBL1865389,-6.7,-98.15,29,-3.3845,-38.79,63,40,31,23
SOD1,CHEMBL1865696,-6.7,-88.40,30,-2.9467,-26.93,132,100,102,32
SOD1,CHEMBL18826,-6.7,-34.68,26,-1.3338,18.34,1022,925,970,97
SOD1,CHEMBL22434,-6.7,-45.93,28,-1.6404,11.32,856,780,808,76
SOD1,CHEMBL24738,-6.7,-41.44,28,-1.4800,15.81,938,882,905,56
SOD1,CHEMBL26996,-6.7,-43.14,31,-1.3916,20.44,918,956,942,-38
SOD1,CHEMBL27509,-6.7,-44.95,36,-1.2486,29.18,885,1043,1009,-158
SOD1,CHEMBL27805,-6.7,-45.22,30,-1.5073,16.25,879,892,889,-13
SOD1,CHEMBL3309999,-6.7,-53.61,33,-1.6245,14.19,690,860,826,-170
SOD1,CHEMBL4434821,-6.7,-87.96,36,-2.4433,-13.83,135,232,257,-97
SOD1,CHEMBL4435881,-6.7,-66.02,26,-2.5392,-13.00,424,243,208,181
SOD1,CHEMBL4529655,-6.7,-72.63,30,-2.4210,-11.16,306,263,265,43
SOD1,CHEMBL4530741,-6.7,-92.44,35,-2.6411,-20.42,102,145,163,-43
SOD1,CHEMBL4534269,-6.7,-37.15,31,-1.1984,26.43,994,1023,1024,-29
SOD1,CHEMBL4543398,-6.7,-56.17,30,-1.8723,5.30,638,633,636,5
SOD1,CHEMBL4567661,-6.7,-47.61,33,-1.4427,20.19,815,953,919,-138
SOD1,CHEMBL4570803,-6.7,-89.71,35,-2.5631,-17.69,120,176,200,-56
SOD1,CHEMBL4571316,-6.7,-67.70,33,-2.0515,0.10,395,509,500,-114
SOD1,CHEMBL4571685,-6.7,-86.99,37,-2.3511,-10.75,143,266,297,-123
SOD1,CHEMBL4573427,-6.7,-47.36,29,-1.6331,12.00,823,801,817,22
SOD1,CHEMBL4580960,-6.7,-58.53,36,-1.6258,15.60,586,876,825,-290
SOD1,CHEMBL4583640,-6.7,-38.04,34,-1.1188,31.87,980,1052,1042,-72
SOD1,CHEMBL4634782,-6.7,-59.40,35,-1.6971,12.62,561,820,762,-259
SOD1,CHEMBL4635573,-6.7,-99.88,32,-3.1212,-34.19,57,65,68,-8
SOD1,CHEMBL4636826,-6.7,-71.54,28,-2.5550,-14.29,321,226,202,95
SOD1,CHEMBL505653,-6.7,-34.20,26,-1.3154,18.82,1026,935,980,91
SOD1,CHEMBL512254,-6.7,-47.40,32,-1.4812,18.29,820,923,904,-103
SOD1,CHEMBL513841,-6.7,-103.04,32,-3.2200,-37.35,40,48,52,-8
SOD1,CHEMBL515433,-6.7,-50.82,24,-2.1175,-2.02,752,443,440,309
SOD1,CHEMBL515644,-6.7,-95.12,33,-2.8824,-27.32,80,98,118,-18
SOD1,CHEMBL516309,-6.7,-93.54,31,-3.0174,-29.96,95,85,88,10
SOD1,CHEMBL517333,-6.7,-73.97,29,-2.5507,-14.61,291,219,203,72
SOD1,CHEMBL517514,-6.7,-64.34,31,-2.0755,-0.76,453,480,480,-27
SOD1,CHEMBL521548,-6.7,-129.45,37,-3.4986,-53.21,2,5,25,-3
SOD1,CHEMBL522678,-6.7,-49.63,30,-1.6543,11.84,777,793,797,-16
SOD1,CHEMBL523297,-6.7,-33.90,27,-1.2556,21.24,1029,968,1006,61
SOD1,CHEMBL556939,-6.7,-43.40,25,-1.7360,7.51,914,697,735,217
SOD1,CHEMBL563005,-6.7,-95.29,38,-2.5076,-16.94,79,184,230,-105
SOD1,CHEMBL563303,-6.7,-65.72,37,-1.7762,10.52,429,759,711,-330
SOD1,CHEMBL564243,-6.7,-69.86,37,-1.8881,6.38,356,661,624,-305
SOD1,CHEMBL8935,-6.7,-49.30,25,-1.9720,1.61,788,551,562,237
SOD1,CHEMBL10861,-6.6,-36.64,22,-1.6655,7.94,999,705,789,294
SOD1,CHEMBL1210642,-6.6,-44.65,29,-1.5397,14.71,890,866,872,24
