target,ligand,vina_affinity,mmgbsa_dG,atomos_pesados,eficiencia_ligando,residual,puesto_dG_bruto,puesto_residual,puesto_eficiencia,sube_puestos
SOD1,CHEMBL4532246,-6.4,-65.14,25,-2.6056,-14.23,439,227,182,212
SOD1,CHEMBL4532472,-6.4,-91.84,32,-2.8700,-26.15,105,108,120,-3
SOD1,CHEMBL4533198,-6.4,-33.92,30,-1.1307,27.55,1028,1032,1040,-4
SOD1,CHEMBL4533354,-6.4,-98.49,33,-2.9845,-30.69,61,84,94,-23
SOD1,CHEMBL4533577,-6.4,-59.77,29,-2.0610,-0.41,555,489,495,66
SOD1,CHEMBL4533616,-6.4,-46.08,26,-1.7723,6.94,849,679,717,170
SOD1,CHEMBL4533624,-6.4,-31.78,33,-0.9630,36.02,1045,1064,1062,-19
SOD1,CHEMBL4534739,-6.4,-71.91,33,-2.1791,-4.11,316,394,398,-78
SOD1,CHEMBL4534757,-6.4,-77.42,33,-2.3461,-9.62,245,288,301,-43
SOD1,CHEMBL4543207,-6.4,-102.88,31,-3.3187,-39.30,41,38,38,3
SOD1,CHEMBL4543224,-6.4,-68.99,33,-2.0906,-1.19,372,460,459,-88
SOD1,CHEMBL4543232,-6.4,-49.58,26,-1.9069,3.44,779,588,609,191
SOD1,CHEMBL4543326,-6.4,-81.16,29,-2.7986,-21.80,194,131,130,63
SOD1,CHEMBL4553137,-6.4,-87.82,35,-2.5091,-15.80,138,204,227,-66
SOD1,CHEMBL4564116,-6.4,-85.75,37,-2.3176,-9.51,153,290,314,-137
SOD1,CHEMBL4564502,-6.4,-67.43,34,-1.9832,2.48,399,569,556,-170
SOD1,CHEMBL4564789,-6.4,-67.82,36,-1.8839,6.31,391,659,628,-268
SOD1,CHEMBL4564827,-6.4,-38.79,32,-1.2122,26.90,975,1029,1019,-54
