ligand,tanda,aff_vieja,aff_nueva,error
CHEMBL35730,z006,-6.600,-6.637,
CHEMBL35954,z006,-6.600,-6.929,
CHEMBL4436338,z006,-6.600,,TIMEOUT
CHEMBL4436345,z006,-6.600,,TIMEOUT
CHEMBL4436402,z006,-6.600,-7.451,
CHEMBL4436429,z006,-6.600,,TIMEOUT
CHEMBL4436548,z006,-6.600,,TIMEOUT
CHEMBL29645,z006,-6.500,-6.305,
CHEMBL30856,z006,-6.500,,TIMEOUT
CHEMBL30858,z006,-6.500,,TIMEOUT
CHEMBL31407,z006,-6.500,,TIMEOUT
CHEMBL31428,z006,-6.500,,TIMEOUT
CHEMBL31828,z006,-6.500,,TIMEOUT
CHEMBL31840,z006,-6.500,,TIMEOUT
CHEMBL4436325,z006,-6.500,-7.151,
CHEMBL4436340,z006,-6.500,-7.317,
CHEMBL4436461,z006,-6.500,-5.941,
CHEMBL30008,z006,-6.400,-6.526,
CHEMBL30123,z006,-6.400,-6.875,
CHEMBL30745,z006,-6.400,-6.433,
CHEMBL30941,z006,-6.400,-5.891,
CHEMBL31192,z006,-6.400,-6.372,
CHEMBL3311450,z006,-6.400,-6.890,
CHEMBL33239,z006,-6.400,-5.629,
CHEMBL33335,z006,-6.400,-6.620,
CHEMBL33357,z006,-6.400,-6.332,
CHEMBL3309618,z006,-6.400,-6.171,
CHEMBL3309619,z006,-6.400,-5.867,
CHEMBL3310333,z006,-6.400,-6.583,
CHEMBL3311447,z006,-6.400,-6.903,
CHEMBL36064,z006,-6.400,-5.817,
CHEMBL36206,z006,-6.400,-6.705,
CHEMBL36383,z006,-6.400,-6.792,
CHEMBL36564,z006,-6.400,-6.349,
CHEMBL32024,z006,-6.400,-6.318,
CHEMBL32245,z006,-6.400,-6.645,
CHEMBL32302,z006,-6.400,-6.394,
CHEMBL32305,z006,-6.400,-6.315,
CHEMBL29938,z006,-6.300,-6.122,
CHEMBL30990,z006,-6.300,,TIMEOUT
CHEMBL31015,z006,-6.300,-6.592,
CHEMBL31184,z006,-6.300,-6.610,
CHEMBL32740,z006,-6.400,-6.315,
CHEMBL32792,z006,-6.400,,TIMEOUT
CHEMBL32865,z006,-6.400,-6.936,
CHEMBL32942,z006,-6.400,-6.414,
CHEMBL32492,z006,-6.400,,TIMEOUT
CHEMBL32493,z006,-6.400,-5.436,
CHEMBL32662,z006,-6.400,,TIMEOUT
CHEMBL32720,z006,-6.400,-6.813,
CHEMBL33552,z006,-6.400,-6.380,
CHEMBL33568,z006,-6.400,-6.715,
CHEMBL33627,z006,-6.400,-6.545,
CHEMBL33948,z006,-6.400,-6.781,
CHEMBL34124,z006,-6.400,-6.251,
CHEMBL34740,z006,-6.400,-6.994,
CHEMBL34934,z006,-6.400,-5.281,
CHEMBL35717,z006,-6.400,,TIMEOUT
CHEMBL31472,z006,-6.400,,TIMEOUT
CHEMBL31587,z006,-6.400,,TIMEOUT
CHEMBL31738,z006,-6.400,-6.925,
CHEMBL32019,z006,-6.400,-5.929,
CHEMBL32555,z006,-6.300,-5.700,
CHEMBL32635,z006,-6.300,-6.270,
CHEMBL32649,z006,-6.300,-6.468,
CHEMBL32823,z006,-6.300,-6.471,
CHEMBL36392,z006,-6.300,-5.842,
CHEMBL36423,z006,-6.300,-6.385,
CHEMBL36464,z006,-6.300,-5.907,
CHEMBL4436248,z006,-6.300,-7.363,
CHEMBL32017,z006,-6.300,-5.746,
CHEMBL32052,z006,-6.300,-6.276,
CHEMBL32292,z006,-6.300,-6.078,
CHEMBL32505,z006,-6.300,-5.986,
CHEMBL3309535,z006,-6.300,-6.319,
CHEMBL3310942,z006,-6.300,,TIMEOUT
CHEMBL33159,z006,-6.300,-6.069,
CHEMBL33255,z006,-6.300,-5.588,
CHEMBL33331,z006,-6.300,-6.915,
CHEMBL33464,z006,-6.300,,TIMEOUT
CHEMBL33613,z006,-6.300,-6.345,
CHEMBL33973,z006,-6.300,-6.215,
CHEMBL34480,z006,-6.300,-6.294,
CHEMBL34662,z006,-6.300,-6.064,
CHEMBL34679,z006,-6.300,-6.870,
CHEMBL35038,z006,-6.300,-5.507,
CHEMBL34032,z006,-6.300,-5.588,
CHEMBL34057,z006,-6.300,-6.542,
CHEMBL34173,z006,-6.300,-6.075,
CHEMBL34353,z006,-6.300,-4.777,
CHEMBL1178861,z006,-6.300,,TIMEOUT
CHEMBL29424,z006,-6.300,-6.072,
CHEMBL29633,z006,-6.300,-6.996,
CHEMBL29736,z006,-6.300,-5.500,
CHEMBL4436265,z006,-6.400,-7.279,
CHEMBL4436322,z006,-6.400,-7.118,
CHEMBL4436505,z006,-6.400,,TIMEOUT
CHEMBL4436538,z006,-6.400,-6.948,
CHEMBL32850,z006,-6.300,-5.723,
CHEMBL32855,z006,-6.300,-5.888,
CHEMBL32869,z006,-6.300,,TIMEOUT
CHEMBL32918,z006,-6.300,-4.743,
CHEMBL4436308,z006,-6.300,-6.425,
CHEMBL4436419,z006,-6.300,-5.948,
CHEMBL4436425,z006,-6.300,-7.573,
CHEMBL4436440,z006,-6.300,-6.580,
CHEMBL40174,z007,-6.800,-6.697,
CHEMBL40583,z007,-6.800,-6.801,
CHEMBL40831,z007,-6.800,-6.289,
CHEMBL40937,z007,-6.800,-5.968,
CHEMBL37473,z007,-6.800,-6.784,
CHEMBL37653,z007,-6.800,-6.722,
CHEMBL38118,z007,-6.800,-6.002,
CHEMBL38262,z007,-6.800,-5.816,
CHEMBL36132,z006,-6.300,-5.556,
CHEMBL36241,z006,-6.300,-6.169,
CHEMBL36316,z006,-6.300,-6.500,
CHEMBL36324,z006,-6.300,,TIMEOUT
CHEMBL35324,z006,-6.300,,TIMEOUT
CHEMBL35623,z006,-6.300,-6.506,
CHEMBL35638,z006,-6.300,,TIMEOUT
CHEMBL35884,z006,-6.300,-5.862,
CHEMBL36022,z007,-7.000,-6.551,
CHEMBL41186,z007,-7.000,-6.740,
CHEMBL41309,z007,-7.000,-6.508,
CHEMBL41430,z007,-7.000,-6.816,
CHEMBL31272,z006,-6.300,,TIMEOUT
CHEMBL31315,z006,-6.300,-6.718,
CHEMBL31790,z006,-6.300,,TIMEOUT
CHEMBL31880,z006,-6.300,,TIMEOUT
CHEMBL37162,z007,-7.100,-6.440,
CHEMBL37799,z007,-7.100,-6.675,
CHEMBL40453,z007,-7.100,-6.953,
CHEMBL40875,z007,-7.100,-7.144,
CHEMBL40944,z007,-6.900,-5.807,
CHEMBL35565,z007,-6.800,-6.655,
CHEMBL37169,z007,-6.800,-6.604,
CHEMBL37285,z007,-6.800,-5.278,
CHEMBL38480,z007,-6.900,-7.116,
CHEMBL39078,z007,-6.900,-5.639,
CHEMBL40607,z007,-6.900,-6.171,
CHEMBL40744,z007,-6.900,-6.409,
CHEMBL38990,z007,-6.700,-6.534,
CHEMBL39157,z007,-6.700,-6.222,
CHEMBL39536,z007,-6.700,-6.439,
CHEMBL39830,z007,-6.700,-6.730,
CHEMBL36960,z007,-6.900,-6.705,
CHEMBL37097,z007,-6.900,-6.566,
CHEMBL37472,z007,-6.900,-6.655,
CHEMBL37604,z007,-6.900,-6.484,
CHEMBL36628,z007,-7.800,-7.044,
CHEMBL42103,z007,-7.700,-6.751,
CHEMBL42406,z007,-7.700,-7.072,
CHEMBL37153,z007,-7.600,,TIMEOUT
CHEMBL36832,z007,-6.700,-6.412,
CHEMBL37639,z007,-6.700,-6.537,
CHEMBL37708,z007,-6.700,-6.898,
CHEMBL37777,z007,-6.700,-7.092,
CHEMBL37318,z007,-7.300,-6.176,
CHEMBL39285,z007,-7.300,-7.070,
CHEMBL39397,z007,-7.300,-7.293,
CHEMBL39587,z007,-7.300,-5.400,
CHEMBL40052,z007,-7.300,,TIMEOUT
CHEMBL3311247,z007,-7.200,,TIMEOUT
CHEMBL3311275,z007,-7.200,-7.524,
CHEMBL38140,z007,-7.200,-6.877,
CHEMBL43513,z007,-6.800,-6.341,
CHEMBL36443,z007,-6.700,,TIMEOUT
CHEMBL36717,z007,-6.700,-6.634,
CHEMBL36798,z007,-6.700,-6.332,
CHEMBL38626,z007,-7.200,-5.528,
CHEMBL39153,z007,-7.200,-6.670,
CHEMBL40900,z007,-7.200,,TIMEOUT
CHEMBL3311386,z007,-7.100,,TIMEOUT
CHEMBL38709,z007,-6.800,-7.190,
CHEMBL39033,z007,-6.800,-6.999,
CHEMBL39542,z007,-6.800,,TIMEOUT
CHEMBL40074,z007,-6.800,-6.133,
CHEMBL1163553,z007,-6.500,-6.873,
CHEMBL3310336,z007,-6.500,-6.335,
CHEMBL3310687,z007,-6.500,-6.281,
CHEMBL3310773,z007,-6.500,-5.507,
CHEMBL38080,z007,-6.700,-6.826,
CHEMBL38176,z007,-6.700,-6.181,
CHEMBL38433,z007,-6.700,,TIMEOUT
CHEMBL38436,z007,-6.700,,TIMEOUT
CHEMBL36919,z007,-6.600,-6.573,
CHEMBL37578,z007,-6.600,-7.364,
CHEMBL38095,z007,-6.600,-5.177,
CHEMBL38151,z007,-6.600,-5.256,
CHEMBL39436,z007,-6.600,,TIMEOUT
CHEMBL39620,z007,-6.600,-6.622,
CHEMBL39760,z007,-6.600,-6.910,
CHEMBL39822,z007,-6.600,-6.435,
CHEMBL35826,z007,-6.600,,TIMEOUT
CHEMBL36688,z007,-6.600,-6.533,
CHEMBL36758,z007,-6.600,,TIMEOUT
CHEMBL36878,z007,-6.600,-6.932,
CHEMBL40447,z007,-6.600,-5.588,
CHEMBL40464,z007,-6.600,-5.105,
CHEMBL40817,z007,-6.600,-5.483,
CHEMBL41194,z007,-6.600,-6.079,
CHEMBL41233,z007,-6.600,-6.055,
CHEMBL41344,z007,-6.600,-6.159,
CHEMBL41359,z007,-6.600,,TIMEOUT
CHEMBL41438,z007,-6.600,-6.416,
CHEMBL37633,z007,-6.500,-6.621,
CHEMBL37717,z007,-6.500,-6.589,
CHEMBL37887,z007,-6.500,-5.399,
CHEMBL38161,z007,-6.500,-6.940,
CHEMBL38574,z007,-6.600,-7.239,
CHEMBL38628,z007,-6.600,-6.847,
CHEMBL38824,z007,-6.600,,TIMEOUT
CHEMBL38849,z007,-6.600,-5.706,
CHEMBL41442,z007,-6.600,-6.382,
CHEMBL42101,z007,-6.600,,TIMEOUT
CHEMBL42197,z007,-6.600,-5.553,
CHEMBL43512,z007,-6.600,-6.375,
CHEMBL41124,z007,-6.500,-6.284,
CHEMBL41370,z007,-6.500,-6.890,
CHEMBL41444,z007,-6.500,-6.522,
CHEMBL41525,z007,-6.500,-6.307,
CHEMBL40043,z007,-6.700,-5.144,
CHEMBL40430,z007,-6.700,,TIMEOUT
CHEMBL40956,z007,-6.700,-6.879,
CHEMBL41080,z007,-6.700,-6.807,
CHEMBL39240,z007,-6.500,-5.300,
CHEMBL39255,z007,-6.500,-6.846,
CHEMBL39324,z007,-6.500,-6.651,
CHEMBL39523,z007,-6.500,-6.889,
CHEMBL36195,z007,-6.500,,TIMEOUT
CHEMBL37254,z007,-6.500,-6.014,
CHEMBL37348,z007,-6.500,-5.906,
CHEMBL37611,z007,-6.500,,TIMEOUT
CHEMBL41526,z007,-6.500,-6.205,
CHEMBL41558,z007,-6.500,-5.649,
CHEMBL41645,z007,-6.500,-6.193,
CHEMBL41710,z007,-6.500,,TIMEOUT
CHEMBL41216,z007,-6.700,,TIMEOUT
CHEMBL41220,z007,-6.700,-6.697,
CHEMBL41981,z007,-6.700,,TIMEOUT
CHEMBL3311384,z007,-6.600,,TIMEOUT
CHEMBL37170,z007,-6.400,-6.192,
CHEMBL37986,z007,-6.400,-6.039,
CHEMBL38369,z007,-6.400,-5.605,
CHEMBL38434,z007,-6.400,-6.908,
CHEMBL39075,z007,-6.500,-6.244,
CHEMBL39089,z007,-6.500,-6.032,
CHEMBL39094,z007,-6.500,,TIMEOUT
CHEMBL39214,z007,-6.500,-6.748,
CHEMBL38292,z007,-6.500,-7.118,
CHEMBL38584,z007,-6.500,,TIMEOUT
CHEMBL39037,z007,-6.500,-6.462,
CHEMBL39053,z007,-6.500,,TIMEOUT
CHEMBL39630,z007,-6.500,-6.475,
CHEMBL39996,z007,-6.500,,TIMEOUT
CHEMBL40134,z007,-6.500,,TIMEOUT
CHEMBL40167,z007,-6.500,-6.761,
CHEMBL39137,z007,-6.400,-5.734,
CHEMBL39149,z007,-6.400,-6.370,
CHEMBL39167,z007,-6.400,-6.060,
CHEMBL39263,z007,-6.400,-6.714,
CHEMBL35525,z007,-6.400,-5.911,
CHEMBL35664,z007,-6.400,,TIMEOUT
CHEMBL35743,z007,-6.400,-6.288,
CHEMBL35917,z007,-6.400,-6.171,
CHEMBL36663,z007,-6.400,-6.332,
CHEMBL36747,z007,-6.400,-6.396,
CHEMBL36768,z007,-6.400,-7.041,
CHEMBL37038,z007,-6.400,-6.111,
CHEMBL40262,z007,-6.500,-6.284,
CHEMBL40318,z007,-6.500,-6.606,
CHEMBL40419,z007,-6.500,-6.124,
CHEMBL40528,z007,-6.500,,TIMEOUT
CHEMBL41748,z007,-6.500,-5.548,
CHEMBL41826,z007,-6.500,-6.070,
CHEMBL42092,z007,-6.500,-5.995,
CHEMBL42108,z007,-6.500,-5.874,
CHEMBL39339,z007,-6.400,-7.005,
CHEMBL39555,z007,-6.400,-6.511,
CHEMBL39931,z007,-6.400,-5.434,
CHEMBL39975,z007,-6.400,-6.893,
CHEMBL37120,z007,-6.300,-6.652,
CHEMBL37296,z007,-6.300,-6.562,
CHEMBL37636,z007,-6.300,-6.127,
CHEMBL37667,z007,-6.300,-6.240,
CHEMBL36776,z007,-6.300,-5.459,
CHEMBL36828,z007,-6.300,-5.943,
CHEMBL37080,z007,-6.300,-5.510,
CHEMBL37096,z007,-6.300,-5.584,
CHEMBL40675,z007,-6.400,-5.441,
CHEMBL40969,z007,-6.400,-6.692,
CHEMBL41038,z007,-6.400,-6.552,
CHEMBL41448,z007,-6.400,-5.907,
CHEMBL42239,z007,-6.500,-6.104,
CHEMBL42335,z007,-6.500,,TIMEOUT
CHEMBL42339,z007,-6.500,,TIMEOUT
CHEMBL3311383,z007,-6.400,-7.376,
CHEMBL42318,z007,-6.300,-6.006,
CHEMBL43514,z007,-6.300,-6.419,
CHEMBL3310475,z008,-7.500,-7.246,
CHEMBL49423,z008,-7.500,-7.287,
CHEMBL3310776,z007,-6.300,-5.961,
CHEMBL3310778,z007,-6.300,-5.685,
CHEMBL35703,z007,-6.300,,TIMEOUT
CHEMBL35842,z007,-6.300,-6.409,
CHEMBL36273,z007,-6.300,-6.218,
CHEMBL36441,z007,-6.300,-6.783,
CHEMBL36676,z007,-6.300,,TIMEOUT
CHEMBL36752,z007,-6.300,-6.092,
CHEMBL40188,z007,-6.400,-7.628,
CHEMBL40310,z007,-6.400,-7.124,
CHEMBL40352,z007,-6.400,,TIMEOUT
CHEMBL40638,z007,-6.400,,TIMEOUT
CHEMBL37701,z007,-6.300,-6.026,
CHEMBL37865,z007,-6.300,-5.795,
CHEMBL38067,z007,-6.300,-6.212,
CHEMBL38083,z007,-6.300,-5.680,
CHEMBL38374,z007,-6.300,-6.111,
CHEMBL38409,z007,-6.300,-5.574,
CHEMBL38614,z007,-6.300,-6.064,
CHEMBL39182,z007,-6.300,-6.486,
CHEMBL38115,z007,-6.300,-5.879,
CHEMBL38158,z007,-6.300,-6.096,
CHEMBL38187,z007,-6.300,-5.793,
CHEMBL38212,z007,-6.300,-4.610,
CHEMBL41828,z007,-6.300,-5.804,
CHEMBL41830,z007,-6.300,-6.244,
CHEMBL41934,z007,-6.300,-6.889,
CHEMBL41982,z007,-6.300,,TIMEOUT
CHEMBL42096,z007,-6.400,-6.907,
CHEMBL42189,z007,-6.400,,TIMEOUT
CHEMBL42259,z007,-6.400,,TIMEOUT
CHEMBL3309267,z007,-6.300,-5.986,
CHEMBL38652,z007,-6.400,,TIMEOUT
CHEMBL38730,z007,-6.400,-6.687,
CHEMBL38767,z007,-6.400,,TIMEOUT
CHEMBL38957,z007,-6.400,,TIMEOUT
CHEMBL39419,z007,-6.300,,TIMEOUT
CHEMBL39647,z007,-6.300,,TIMEOUT
CHEMBL40077,z007,-6.300,-6.412,
CHEMBL40092,z007,-6.300,-6.257,
CHEMBL40302,z007,-6.300,-5.032,
CHEMBL40620,z007,-6.300,-4.930,
CHEMBL40780,z007,-6.300,-6.581,
CHEMBL40995,z007,-6.300,-6.145,
CHEMBL46187,z008,-7.200,-6.803,
CHEMBL46826,z008,-7.200,-6.228,
CHEMBL47046,z008,-7.200,-7.010,
CHEMBL47488,z008,-7.200,-6.800,
CHEMBL3309828,z008,-7.400,-6.518,
CHEMBL44050,z008,-7.400,,TIMEOUT
CHEMBL45977,z008,-7.400,-7.130,
CHEMBL3311115,z008,-7.300,-7.378,
CHEMBL47376,z008,-7.300,-7.578,
CHEMBL47753,z008,-7.300,-6.489,
CHEMBL47895,z008,-7.300,,TIMEOUT
CHEMBL49429,z008,-7.300,-6.186,
CHEMBL42070,z007,-6.300,-6.430,
CHEMBL42230,z007,-6.300,,TIMEOUT
CHEMBL42253,z007,-6.300,,TIMEOUT
CHEMBL42281,z007,-6.300,-6.630,
CHEMBL41122,z007,-6.300,-6.753,
CHEMBL41144,z007,-6.300,,TIMEOUT
CHEMBL41208,z007,-6.300,-6.371,
CHEMBL41636,z007,-6.300,-5.575,
CHEMBL44606,z008,-7.100,,TIMEOUT
CHEMBL48685,z008,-7.100,-7.260,
CHEMBL3310926,z008,-7.000,-7.335,
CHEMBL3311113,z008,-7.000,-7.148,
CHEMBL3311114,z008,-7.200,-7.380,
CHEMBL41473,z008,-7.200,-7.223,
CHEMBL43817,z008,-7.200,,TIMEOUT
CHEMBL46039,z008,-7.200,,TIMEOUT
CHEMBL42460,z008,-7.000,-6.685,
CHEMBL43027,z008,-7.000,-6.618,
CHEMBL43232,z008,-7.000,,TIMEOUT
CHEMBL43624,z008,-7.000,-7.217,
CHEMBL47719,z008,-7.200,-7.889,
CHEMBL3310928,z008,-7.100,-6.794,
CHEMBL43813,z008,-7.100,-6.354,
CHEMBL44246,z008,-7.100,,TIMEOUT
CHEMBL42755,z008,-6.900,-6.206,
CHEMBL42971,z008,-6.900,,TIMEOUT
CHEMBL44147,z008,-6.900,,TIMEOUT
CHEMBL44375,z008,-6.900,-6.461,
CHEMBL44703,z008,-6.800,-6.223,
CHEMBL44734,z008,-6.800,,TIMEOUT
CHEMBL44798,z008,-6.800,,TIMEOUT
CHEMBL44994,z008,-6.800,-6.600,
CHEMBL45961,z008,-7.000,,TIMEOUT
CHEMBL45965,z008,-7.000,-7.060,
CHEMBL46366,z008,-7.000,,TIMEOUT
CHEMBL46543,z008,-7.000,-6.251,
CHEMBL4115947,z008,-6.800,-6.245,
CHEMBL42050,z008,-6.800,-6.006,
CHEMBL42437,z008,-6.800,-6.295,
CHEMBL42594,z008,-6.800,-6.286,
CHEMBL43702,z008,-7.000,,TIMEOUT
CHEMBL43744,z008,-7.000,,TIMEOUT
CHEMBL43753,z008,-7.000,,TIMEOUT
CHEMBL44811,z008,-7.000,-6.732,
CHEMBL46628,z008,-7.000,,TIMEOUT
CHEMBL47250,z008,-7.000,,TIMEOUT
CHEMBL47498,z008,-7.000,-7.546,
CHEMBL47558,z008,-7.000,-6.426,
CHEMBL43085,z008,-6.800,-5.255,
CHEMBL43264,z008,-6.800,,TIMEOUT
CHEMBL43497,z008,-6.800,-6.728,
CHEMBL43634,z008,-6.800,-7.298,
CHEMBL44943,z008,-6.700,-6.091,
CHEMBL45518,z008,-6.700,-6.016,
CHEMBL45556,z008,-6.700,-5.308,
CHEMBL45648,z008,-6.700,-5.527,
CHEMBL45829,z008,-6.800,,TIMEOUT
CHEMBL45938,z008,-6.800,-6.691,
CHEMBL46610,z008,-6.800,-6.705,
CHEMBL46886,z008,-6.800,-6.230,
CHEMBL47662,z008,-7.000,-7.427,
CHEMBL49520,z008,-7.000,-5.467,
CHEMBL3311116,z008,-6.900,-7.304,
CHEMBL41673,z008,-6.900,,TIMEOUT
CHEMBL45104,z008,-6.800,-6.321,
CHEMBL45143,z008,-6.800,,TIMEOUT
CHEMBL45410,z008,-6.800,-6.506,
CHEMBL45805,z008,-6.800,,TIMEOUT
CHEMBL48422,z008,-6.800,-6.811,
CHEMBL1163567,z008,-6.700,,TIMEOUT
CHEMBL41877,z008,-6.700,-5.287,
CHEMBL44310,z008,-6.700,-6.549,
CHEMBL45885,z008,-6.700,,TIMEOUT
CHEMBL46263,z008,-6.700,-7.721,
CHEMBL46283,z008,-6.700,-6.936,
CHEMBL46570,z008,-6.700,-4.825,
CHEMBL43177,z008,-6.500,-6.255,
CHEMBL43275,z008,-6.500,-6.377,
CHEMBL43871,z008,-6.500,-6.366,
CHEMBL43999,z008,-6.500,-6.748,
CHEMBL44061,z008,-6.500,-6.276,
CHEMBL44104,z008,-6.500,-5.212,
CHEMBL44217,z008,-6.500,-6.565,
CHEMBL44350,z008,-6.500,-6.213,
CHEMBL41762,z008,-6.600,-6.604,
CHEMBL42316,z008,-6.600,-6.232,
CHEMBL42648,z008,-6.600,-6.669,
CHEMBL43710,z008,-6.600,,TIMEOUT
CHEMBL45666,z008,-6.600,,TIMEOUT
CHEMBL46425,z008,-6.600,-6.459,
CHEMBL46432,z008,-6.600,-6.217,
CHEMBL46523,z008,-6.600,-6.515,
CHEMBL47042,z008,-6.600,-6.275,
CHEMBL47051,z008,-6.600,-5.923,
CHEMBL47203,z008,-6.600,-6.823,
CHEMBL47455,z008,-6.600,-5.818,
CHEMBL44942,z008,-6.600,-6.642,
CHEMBL45000,z008,-6.600,-6.487,
CHEMBL45344,z008,-6.600,-6.541,
CHEMBL45582,z008,-6.600,-6.222,
CHEMBL265337,z008,-6.600,,TIMEOUT
CHEMBL3311454,z008,-6.600,-7.254,
CHEMBL41332,z008,-6.600,-6.800,
CHEMBL41677,z008,-6.600,,TIMEOUT
CHEMBL47851,z008,-6.700,-6.717,
CHEMBL48441,z008,-6.700,-6.668,
CHEMBL49500,z008,-6.700,-5.966,
CHEMBL49501,z008,-6.700,,TIMEOUT
CHEMBL47591,z008,-6.600,-7.636,
CHEMBL48412,z008,-6.600,-6.257,
CHEMBL1163559,z008,-6.500,-7.081,
CHEMBL3309711,z008,-6.500,-6.250,
CHEMBL44748,z008,-6.500,-6.623,
CHEMBL44818,z008,-6.500,-5.955,
CHEMBL44851,z008,-6.500,-5.612,
CHEMBL44880,z008,-6.500,-6.135,
CHEMBL43909,z008,-6.600,-7.086,
CHEMBL43912,z008,-6.600,-6.702,
CHEMBL44631,z008,-6.600,-5.788,
CHEMBL44882,z008,-6.600,-6.721,
CHEMBL3311387,z008,-6.500,-6.573,
CHEMBL41154,z008,-6.500,-6.732,
CHEMBL41404,z008,-6.500,-6.670,
CHEMBL41766,z008,-6.500,,TIMEOUT
CHEMBL44488,z008,-6.500,-6.248,
CHEMBL44527,z008,-6.500,-6.297,
CHEMBL44649,z008,-6.500,-7.068,
CHEMBL44700,z008,-6.500,-6.025,
CHEMBL46736,z008,-6.700,-6.612,
CHEMBL47087,z008,-6.700,,TIMEOUT
CHEMBL47396,z008,-6.700,,TIMEOUT
CHEMBL47430,z008,-6.700,-6.915,
CHEMBL44897,z008,-6.500,-6.842,
CHEMBL44921,z008,-6.500,-6.122,
CHEMBL44936,z008,-6.500,-6.053,
CHEMBL44947,z008,-6.500,,TIMEOUT
CHEMBL46626,z008,-6.600,,TIMEOUT
CHEMBL46631,z008,-6.600,-6.466,
CHEMBL46633,z008,-6.600,-5.808,
CHEMBL46683,z008,-6.600,-6.276,
CHEMBL45362,z008,-6.500,-6.387,
CHEMBL45494,z008,-6.500,-6.603,
CHEMBL45675,z008,-6.500,-7.265,
CHEMBL45693,z008,-6.500,-6.608,
CHEMBL45864,z008,-6.500,,TIMEOUT
CHEMBL45987,z008,-6.500,-5.951,
CHEMBL46103,z008,-6.500,-6.690,
CHEMBL46330,z008,-6.500,-6.351,
CHEMBL46694,z008,-6.500,-6.597,
CHEMBL46944,z008,-6.500,-6.290,
CHEMBL47048,z008,-6.500,-5.735,
CHEMBL47358,z008,-6.500,,TIMEOUT
CHEMBL42134,z008,-6.500,,TIMEOUT
CHEMBL42459,z008,-6.500,-7.133,
CHEMBL43008,z008,-6.500,-6.997,
CHEMBL43017,z008,-6.500,-6.982,
CHEMBL45185,z008,-6.400,-6.518,
CHEMBL45329,z008,-6.400,-6.254,
CHEMBL45361,z008,-6.400,-6.497,
CHEMBL45491,z008,-6.400,-5.992,
CHEMBL46361,z008,-6.500,,TIMEOUT
CHEMBL46396,z008,-6.500,-5.903,
CHEMBL46487,z008,-6.500,-6.438,
CHEMBL46516,z008,-6.500,-6.547,
CHEMBL3309707,z008,-6.400,-6.602,
CHEMBL42042,z008,-6.400,-6.754,
CHEMBL42053,z008,-6.400,,TIMEOUT
CHEMBL42120,z008,-6.400,-5.806,
CHEMBL46448,z008,-6.400,-6.333,
CHEMBL46815,z008,-6.400,,TIMEOUT
CHEMBL46923,z008,-6.400,-4.497,
CHEMBL46998,z008,-6.400,-6.371,
CHEMBL44277,z008,-6.400,-6.826,
CHEMBL44532,z008,-6.400,-7.280,
CHEMBL44608,z008,-6.400,-6.377,
CHEMBL44690,z008,-6.400,-6.758,
CHEMBL43234,z008,-6.400,-6.814,
CHEMBL43773,z008,-6.400,,TIMEOUT
CHEMBL44002,z008,-6.400,-6.025,
CHEMBL44074,z008,-6.400,-6.213,
CHEMBL44113,z008,-6.400,-5.775,
CHEMBL44141,z008,-6.400,-5.813,
CHEMBL44183,z008,-6.400,-6.312,
CHEMBL44233,z008,-6.400,,TIMEOUT
CHEMBL47761,z008,-6.500,,TIMEOUT
CHEMBL48353,z008,-6.500,-6.619,
CHEMBL48691,z008,-6.500,-6.222,
CHEMBL84986,z008,-6.500,,TIMEOUT
CHEMBL42793,z008,-6.400,,TIMEOUT
CHEMBL42825,z008,-6.400,,TIMEOUT
CHEMBL42935,z008,-6.400,-6.355,
CHEMBL43064,z008,-6.400,-5.993,
CHEMBL42467,z008,-6.400,-5.733,
CHEMBL42497,z008,-6.400,,TIMEOUT
CHEMBL42658,z008,-6.400,,TIMEOUT
CHEMBL42711,z008,-6.400,-6.212,
CHEMBL44192,z008,-6.300,-6.188,
CHEMBL44231,z008,-6.300,-4.898,
CHEMBL44420,z008,-6.300,-5.679,
CHEMBL44457,z008,-6.300,-6.337,
CHEMBL3309832,z008,-6.300,-6.078,
CHEMBL41053,z008,-6.300,-6.247,
CHEMBL41402,z008,-6.300,-6.239,
CHEMBL41859,z008,-6.300,-6.796,
CHEMBL48413,z008,-6.400,,TIMEOUT
CHEMBL49587,z008,-6.400,-6.644,
CHEMBL1163565,z008,-6.300,-6.905,
CHEMBL3309759,z008,-6.300,-6.086,
CHEMBL45714,z008,-6.300,-7.201,
CHEMBL45841,z008,-6.300,-6.343,
CHEMBL45966,z008,-6.300,-6.292,
CHEMBL46211,z008,-6.300,-6.574,
CHEMBL45544,z008,-6.400,-6.733,
CHEMBL45813,z008,-6.400,-6.429,
CHEMBL45955,z008,-6.400,,TIMEOUT
CHEMBL46150,z008,-6.400,,TIMEOUT
CHEMBL44803,z008,-6.400,-7.300,
CHEMBL44886,z008,-6.400,-6.779,
CHEMBL45030,z008,-6.400,,TIMEOUT
CHEMBL45129,z008,-6.400,,TIMEOUT
CHEMBL47177,z008,-6.400,,TIMEOUT
CHEMBL47273,z008,-6.400,-4.884,
CHEMBL47459,z008,-6.400,-5.593,
CHEMBL47821,z008,-6.400,,TIMEOUT
CHEMBL42141,z008,-6.300,,TIMEOUT
CHEMBL42286,z008,-6.300,-6.550,
CHEMBL42702,z008,-6.300,-6.299,
CHEMBL42763,z008,-6.300,,TIMEOUT
CHEMBL42770,z008,-6.300,-6.218,
CHEMBL42927,z008,-6.300,-5.462,
