ligand,papel,afinidad,pesados,puesto_fondo1,puesto_fondo2,residual
DEC_CHEMBL4559134,fondo,-7.385,39,89,,
RB_SM_0097,fondo2,-7.363,31,,74,
DEC_CHEMBL1732294,fondo,-7.361,23,90,,
DEC_CHEMBL8424,fondo,-7.349,26,91,,
DEC_CHEMBL2079587,fondo,-7.343,24,92,,
DEC_CHEMBL1057,fondo,-7.292,25,93,,
RB_SM_0087,fondo2,-7.286,27,,75,
RB_SM_0021,fondo2,-7.272,21,,76,
RB_SM_0051,fondo2,-7.272,30,,77,
RB_SM_0132A,fondo2,-7.269,52,,78,
RB_SM_0144,fondo2,-7.269,44,,79,
DEC_CHEMBL11014,fondo,-7.249,34,94,,
RB_SM_0081,fondo2,-7.243,22,,80,
RB_SM_0142,fondo2,-7.215,46,,81,
DEC_CHEMBL277062,fondo,-7.214,19,95,,
RB_SM_0130,fondo2,-7.212,37,,82,
DEC_CHEMBL611044,fondo,-7.21,40,96,,
RB_SM_0084,fondo2,-7.207,28,,83,
RB_SM_0110,fondo2,-7.206,44,,84,
RB_SM_0112,fondo2,-7.193,38,,85,
DEC_CHEMBL3310562,fondo,-7.192,25,97,,
RB_SM_0019,fondo2,-7.184,29,,86,
RB_SM_0018,fondo2,-7.182,32,,87,
DEC_CHEMBL3309782,fondo,-7.18,25,98,,
RB_SM_0099,fondo2,-7.174,36,,88,
RB_SM_0118,fondo2,-7.174,27,,89,
DEC_CHEMBL9553,fondo,-7.157,32,99,,
RB_SM_0141,fondo2,-7.151,45,,90,
DEC_CHEMBL27158,fondo,-7.131,25,100,,
DEC_CHEMBL17519,fondo,-7.126,25,101,,
RB_SM_0044,fondo2,-7.116,25,,91,
RB_SM_0036,fondo2,-7.111,29,,92,
DEC_CHEMBL30574,fondo,-7.106,33,102,,
DEC_CHEMBL1201294,fondo,-7.096,34,103,,
RB_SM_0034,fondo2,-7.095,22,,93,
DEC_CHEMBL1471,fondo,-7.093,37,104,,
RB_SM_0002,fondo2,-7.075,27,,94,
DEC_CHEMBL1272,fondo,-7.064,33,105,,
RB_SM_0012,fondo2,-7.055,16,,95,
RB_SM_0140,fondo2,-7.05,44,,96,
DEC_CHEMBL1423734,fondo,-7.042,25,106,,
RB_SM_0014,fondo2,-7.025,35,,97,
RB_SM_0075,fondo2,-7.021,30,,98,
RB_SM_0059,fondo2,-7.017,26,,99,
RB_SM_0080,fondo2,-6.982,25,,100,
RB_SM_0146,fondo2,-6.975,29,,101,
DEC_CHEMBL4435844,fondo,-6.968,26,107,,
RB_SM_0025,fondo2,-6.961,43,,102,
RB_SM_0108,fondo2,-6.957,51,,103,
DEC_CHEMBL1445,fondo,-6.953,24,108,,
RB_SM_0006,fondo2,-6.945,19,,104,
RB_SM_0071,fondo2,-6.915,28,,105,
RB_SM_0013,fondo2,-6.912,16,,106,
RB_SM_0125,fondo2,-6.888,33,,107,
RB_SM_0011,fondo2,-6.858,14,,108,
DEC_CHEMBL580,fondo,-6.856,21,109,,
RB_SM_0114,fondo2,-6.855,22,,109,
DEC_CHEMBL13280,fondo,-6.843,23,110,,
RB_SM_0143,fondo2,-6.843,31,,110,
RB_SM_0058,fondo2,-6.823,25,,111,
DEC_CHEMBL2165611,fondo,-6.804,16,111,,
DEC_CHEMBL8722,fondo,-6.803,24,112,,
RB_SM_0032,fondo2,-6.759,23,,112,
RB_SM_0117,fondo2,-6.759,23,,113,
RB_SM_0088,fondo2,-6.73,27,,114,
rTRD01,positivo,-6.683,25,,,
DEC_CHEMBL22097,fondo,-6.671,22,113,,
DEC_CHEMBL1771,fondo,-6.664,21,114,,
RB_SM_0105,fondo2,-6.649,48,,115,
RB_SM_0050,fondo2,-6.644,31,,116,
RB_SM_0128,fondo2,-6.587,26,,117,
RB_SM_0113,fondo2,-6.565,24,,118,
DEC_CHEMBL3193932,fondo,-6.561,24,115,,
DEC_CHEMBL1310614,fondo,-6.548,22,116,,
RB_SM_0063,fondo2,-6.522,26,,119,
RB_SM_0057,fondo2,-6.508,14,,120,
RB_SM_0109,fondo2,-6.493,40,,121,
DEC_CHEMBL1213252,fondo,-6.489,22,117,,
RB_SM_0076,fondo2,-6.423,17,,122,
RB_SM_0104,fondo2,-6.421,40,,123,
RB_SM_0062,fondo2,-6.353,25,,124,
RB_SM_0064,fondo2,-6.343,26,,125,
DEC_CHEMBL538188,fondo,-6.275,23,118,,
RB_SM_0098,fondo2,-6.252,50,,126,
RB_SM_0103,fondo2,-6.249,46,,127,
RB_SM_0065,fondo2,-6.218,26,,128,
RB_SM_0033A,fondo2,-6.209,24,,129,
RB_SM_0004,fondo2,-6.184,29,,130,
RB_SM_0047,fondo2,-6.18,29,,131,
RB_SM_0148,fondo2,-6.161,24,,132,
DEC_CHEMBL2359981,fondo,-6.153,23,119,,
DEC_CHEMBL1697737,fondo,-6.143,21,120,,
RB_SM_0056,fondo2,-6.114,25,,133,
RB_SM_0100,fondo2,-6.091,38,,134,
RB_SM_0073,fondo2,-6.025,35,,135,
RB_SM_0068,fondo2,-6.016,43,,136,
RB_SM_0041,fondo2,-6.011,24,,137,
RB_SM_0061,fondo2,-5.979,21,,138,
RB_SM_0007,fondo2,-5.965,12,,139,
RB_SM_0046A,fondo2,-5.884,24,,140,
RB_SM_0116,fondo2,-5.867,26,,141,
RB_SM_0043,fondo2,-5.853,24,,142,
RB_SM_0039,fondo2,-5.835,23,,143,
RB_SM_0045,fondo2,-5.785,24,,144,
RB_SM_0042,fondo2,-5.722,24,,145,
DEC_CHEMBL1708784,fondo,-5.721,20,121,,
RB_SM_0131,fondo2,-5.699,22,,146,
DEC_CHEMBL288441,fondo,-5.676,36,122,,
RB_SM_0005,fondo2,-5.619,11,,147,
fragmento_1,positivo,-5.533,13,,,
RB_SM_0079,fondo2,-5.484,10,,148,
RB_SM_0040,fondo2,-5.474,23,,149,
RB_SM_0008,fondo2,-5.394,10,,150,
fragmento_3,positivo,-5.267,15,,,
fragmento_2,positivo,-4.982,11,,,
RB_SM_0078,fondo2,-4.726,10,,151,
RB_SM_0077,fondo2,-4.294,12,,152,
